Organism,Tudortblastn,PWWPtblastn,MutS,Tudor_domain,Tudor_dist,PWWP_domain,PWWP_dist,Tudor_call,PWWP_call,tipcolor,Genus
Microdochium nivale,79607,1121586,1,0,Inf,0,Inf,Absent,Absent,None,Microdochium
Microdochium trichocladiopsis,358993,560666,2,0,Inf,0,Inf,Absent,Absent,None,Microdochium
Microplitis demolitor,Inf,3157298,4,0,Inf,0,3157467,Absent,Absent,None,Microplitis
Microplitis mediator,5278648,712052,3,0,Inf,0,714844,Absent,Absent,None,Microplitis
Micropterus salmoides,9504549,936,1,0,9502003,2,1394,Absent,Present,PWWP,Micropterus
Microsporum canis CBS 113480,35311,119430,2,0,34613,0,Inf,Absent,Absent,None,Microsporum
Microthlaspi erraticum,745,Inf,1,2,420,0,Inf,Present,Absent,Tudor,Microthlaspi
Microthyrium microscopicum,Inf,1768246,1,0,Inf,0,Inf,Absent,Absent,None,Microthyrium
Microtus fortis,Inf,4521,1,0,Inf,2,10666,Absent,Present,PWWP,Microtus
Microtus ochrogaster,Inf,4606,2,0,Inf,4,10301,Absent,Present,PWWP,Microtus
Microtus oregoni,Inf,4254,1,0,Inf,2,10036,Absent,Present,PWWP,Microtus
Millerozyma farinosa CBS 7064,400035,722573,2,0,Inf,0,1459564,Absent,Absent,None,Millerozyma
Miniopterus natalensis,Inf,4818,1,0,Inf,2,12881,Absent,Present,PWWP,Miniopterus
Mionectes macconnelli,Inf,4295,1,0,Inf,2,21,Absent,Present,PWWP,Mionectes
Mirounga angustirostris,16406871,4678,2,0,Inf,4,219,Absent,Present,PWWP,Mirounga
Mirounga leonina,17014663,4677,1,0,Inf,2,11038,Absent,Present,PWWP,Mirounga
Miscanthus lutarioriparius,972,5922981,3,5,272,0,38098766,Present,Absent,Tudor,Miscanthus
Mischocyttarus mexicanus,Inf,102661,1,0,Inf,0,1809370,Absent,Absent,None,Mischocyttarus
Mitosporidium daphniae,81504,5936,2,0,Inf,0,Inf,Absent,Absent,None,Mitosporidium
Mixia osmundae IAM 14324,164957,21252,2,0,Inf,0,281267,Absent,Absent,None,Mixia
Mizuhopecten yessoensis,Inf,8061,4,0,Inf,8,0,Absent,Present,PWWP,Mizuhopecten
Modicella reniformis,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Modicella
Moesziomyces antarcticus,Inf,117885,1,0,Inf,0,183923,Absent,Absent,None,Moesziomyces
Moesziomyces aphidis,Inf,30172,1,0,Inf,0,184998,Absent,Absent,None,Moesziomyces
Mollisia scopiformis,1058566,Inf,1,0,1057501,0,Inf,Absent,Absent,None,Mollisia
Molorchus minor,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Molorchus
Molossus molossus,Inf,334,5,0,Inf,6,0,Absent,Present,PWWP,Molossus
Molothrus ater,Inf,4118,2,0,Inf,4,21,Absent,Present,PWWP,Molothrus
Momordica charantia,1536390,Inf,1,0,835600,0,Inf,Absent,Absent,None,Momordica
Monascus purpureus,1128547,69295,3,0,Inf,0,Inf,Absent,Absent,None,Monascus
Monilinia fructicola,94248,282208,3,0,Inf,0,283415,Absent,Absent,None,Monilinia
Monilinia fructigena,292097,371564,1,0,Inf,0,Inf,Absent,Absent,None,Monilinia
Monilinia laxa,282391,751576,1,0,Inf,0,Inf,Absent,Absent,None,Monilinia
Monilinia vaccinii-corymbosi,227615,391969,1,0,1756707,0,1104003,Absent,Absent,None,Monilinia
Moniliophthora perniciosa FA553,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Moniliophthora
Moniliophthora roreri,78260,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Moniliophthora
Moniliophthora roreri MCA 2997,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Moniliophthora
Monodelphis domestica,188540472,7679,2,0,Inf,4,14049,Absent,Present,PWWP,Monodelphis
Monodon monoceros,41666971,3843,4,0,Inf,6,0,Absent,Present,PWWP,Monodon
Monomorium pharaonis,Inf,97687,7,0,Inf,0,7193261,Absent,Absent,None,Monomorium
Monopterus albus,Inf,908,1,0,Inf,2,9954,Absent,Present,PWWP,Monopterus
Monoraphidium minutum,2017,127456,1,2,10401,0,Inf,Present,Absent,Tudor,Monoraphidium
Monosiga brevicollis MX1,Inf,267042,1,0,Inf,0,Inf,Absent,Absent,None,Monosiga
Monosporascus cannonballus,229166,33577,2,0,Inf,0,Inf,Absent,Absent,None,Monosporascus
Monosporascus ibericus,Inf,32983,1,0,Inf,0,Inf,Absent,Absent,None,Monosporascus
Monosporascus sp. 5C6A,Inf,35587,1,0,Inf,0,Inf,Absent,Absent,None,Monosporascus
Monosporascus sp. CRB-8-3,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Monosporascus
Monosporascus sp. CRB-9-2,Inf,45972,1,0,Inf,0,Inf,Absent,Absent,None,Monosporascus
Monosporascus sp. GIB2,Inf,34377,1,0,Inf,0,Inf,Absent,Absent,None,Monosporascus
Monosporascus sp. MC13-8B,Inf,33628,1,0,Inf,0,Inf,Absent,Absent,None,Monosporascus
Monosporascus sp. MG133,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Monosporascus
Monosporascus sp. mg162,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Monosporascus
Morchella conica CCBAS932,Inf,148066,1,0,Inf,0,Inf,Absent,Absent,None,Morchella
Morchella importuna,Inf,147370,2,0,Inf,0,Inf,Absent,Absent,None,Morchella
Morchella sextelata,Inf,141683,2,0,Inf,0,1465702,Absent,Absent,None,Morchella
Morchella snyderi,Inf,72950,1,0,Inf,0,Inf,Absent,Absent,None,Morchella
Morella rubra,1211,611923,1,2,312,0,5025159,Present,Absent,Tudor,Morella
Mortierella alpina,Inf,194196,6,0,Inf,0,198554,Absent,Absent,None,Mortierella
Mortierella antarctica,Inf,43187,2,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella claussenii,11174,50986,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella hygrophila,Inf,71132,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella polycephala,Inf,28513,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. 14UC,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. AD010,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. AD011,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. AD031,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. AD032,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. AD094,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. AM989,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. GBA30,Inf,34382,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. GBA35,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. GBA39,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. GBA43,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. GBAus27b,287577,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. NVP41,Inf,43833,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Mortierella sp. NVP85,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mortierella
Morus notabilis,1570,Inf,2,4,309,0,Inf,Present,Absent,Tudor,Morus
Moschus berezovskii,Inf,1052,2,0,Inf,4,0,Absent,Present,PWWP,Moschus
Motacilla alba,Inf,4104,1,0,Inf,2,12510,Absent,Present,PWWP,Motacilla
Mucor ambiguus,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mucor
Mucor circinelloides 1006PhL,Inf,19236,1,0,Inf,0,Inf,Absent,Absent,None,Mucor
Mucor lusitanicus,1222208,250997,1,0,Inf,0,Inf,Absent,Absent,None,Mucor
Mucor lusitanicus CBS 277.49,1218208,250990,1,0,Inf,0,811959,Absent,Absent,None,Mucor
Mucor plumbeus,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mucor
Mucor saturninus,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mucor
Mucuna pruriens,1375,Inf,1,2,9077,0,Inf,Present,Absent,Tudor,Mucuna
Mugil cephalus,3623287,914,2,0,Inf,4,0,Absent,Present,PWWP,Mugil
Multifurca ochricompacta,Inf,203114,1,0,Inf,0,Inf,Absent,Absent,None,Multifurca
Muntiacus muntjak,172274749,510,2,0,172274501,4,3805,Absent,Present,PWWP,Muntiacus
Muraenolepis orangiensis,Inf,1235,1,0,Inf,2,6073,Absent,Present,PWWP,Muraenolepis
Mus caroli,Inf,3895,1,0,Inf,2,7353,Absent,Present,PWWP,Mus
Mus musculus,Inf,4239,2,0,Inf,4,5058,Absent,Present,PWWP,Mus
Mus pahari,Inf,3464,1,0,Inf,2,8852,Absent,Present,PWWP,Mus
Musa balbisiana,3180,993858,1,2,225,0,3396378,Present,Absent,Tudor,Musa
Musa troglodytarum,3230,1487083,3,6,0,0,55926044,Present,Absent,Tudor,Musa
Musca domestica,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Musca
Mustela erminea,Inf,4746,1,0,Inf,2,12262,Absent,Present,PWWP,Mustela
Mustela putorius furo,Inf,928,4,0,Inf,6,0,Absent,Present,PWWP,Mustela
Mya arenaria,Inf,9472,1,0,Inf,2,7983,Absent,Present,PWWP,Mya
Mycena albidolilacea,Inf,480767,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena alexandri,Inf,73596,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena amicta,341244,629007,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena belliae,141972,97322,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena capillaripes,Inf,1008363,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena chlorophos,67633,85592,1,0,843465,0,2233656,Absent,Absent,None,Mycena
Mycena crocata,Inf,225711,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena epipterygia,505080,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena filopes,279366,348230,1,0,367127,0,1772923,Absent,Absent,None,Mycena
Mycena floridula,101888,373600,1,0,Inf,0,522513,Absent,Absent,None,Mycena
Mycena galericulata,138343,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena galopus ATCC 62051,1621190,11783,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena indigotica,Inf,408709,2,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena kentingensis (nom. inval.),713657,72947,1,0,Inf,0,72056,Absent,Absent,None,Mycena
Mycena latifolia,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena leptocephala,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena maculata,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena metata,494332,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena olivaceomarginata,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena polygramma,380193,1721168,1,0,379666,0,1720638,Absent,Absent,None,Mycena
Mycena pura,Inf,476364,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena rebaudengoi,877463,469435,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena rosella,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena sanguinolenta,874154,1361373,2,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena sp. CBHHK59/15,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycena venus,Inf,90583,1,0,Inf,0,95406,Absent,Absent,None,Mycena
Mycena vitilis,380056,131897,1,0,379529,0,Inf,Absent,Absent,None,Mycena
Mycena vulgaris,456276,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycena
Mycoblastus sanguinarius,Inf,28178,1,0,Inf,0,Inf,Absent,Absent,None,Mycoblastus
Mycoemilia scoparia,20194,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Mycoemilia
Mycotypha africana,123930,137742,2,0,745305,0,Inf,Absent,Absent,None,Mycotypha
Myiozetetes cayanensis,3843162,4245,1,0,Inf,2,24,Absent,Present,PWWP,Myiozetetes
Myodes glareolus,Inf,4364,3,0,Inf,6,0,Absent,Present,PWWP,Myodes
Myotis brandtii,Inf,198,3,0,Inf,6,0,Absent,Present,PWWP,Myotis
Myotis davidii,Inf,195,1,0,Inf,2,13282,Absent,Present,PWWP,Myotis
Myotis lucifugus,Inf,199,4,0,Inf,8,0,Absent,Present,PWWP,Myotis
Myotis myotis,Inf,738,6,0,Inf,8,0,Absent,Present,PWWP,Myotis
Myriangium duriaei CBS 260.36,8340,67896,1,0,856285,0,Inf,Absent,Absent,None,Myriangium
Myripristis murdjan,Inf,930,2,0,Inf,4,0,Absent,Present,PWWP,Myripristis
Mystacornis crossleyi,Inf,4207,1,0,Inf,2,12241,Absent,Present,PWWP,Mystacornis
Mythimna separata,Inf,5682624,1,0,Inf,0,Inf,Absent,Absent,None,Mythimna
Mytilinidion resinicola,51310,553876,2,0,50244,0,Inf,Absent,Absent,None,Mytilinidion
Mytilus coruscus,Inf,13355,4,0,Inf,8,0,Absent,Present,PWWP,Mytilus
Mytilus edulis,Inf,33525,7,0,Inf,0,32048,Absent,Absent,None,Mytilus
Mytilus galloprovincialis,Inf,Inf,4,0,Inf,0,Inf,Absent,Absent,None,Mytilus
Myxocyprinus asiaticus,Inf,1312,2,0,Inf,4,2091,Absent,Present,PWWP,Myxocyprinus
Nadsonia fulvescens var. elongata DSM 6958,23362,265241,1,0,1264175,0,1271307,Absent,Absent,None,Nadsonia
Naegleria fowleri,Inf,68660,2,0,Inf,0,Inf,Absent,Absent,None,Naegleria
Naegleria gruberi,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Naegleria
Naegleria lovaniensis,Inf,354738,2,0,Inf,0,Inf,Absent,Absent,None,Naegleria
Naematelia encephala,Inf,32593,1,0,Inf,0,Inf,Absent,Absent,None,Naematelia
Naganishia adeliensis,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Naganishia
Naganishia albida,180639,51738,1,0,178977,0,Inf,Absent,Absent,None,Naganishia
Naganishia cerealis,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Naganishia
Naganishia friedmannii,195689,1222986,1,0,Inf,0,Inf,Absent,Absent,None,Naganishia
Naganishia liquefaciens,Inf,144976,1,0,Inf,0,442647,Absent,Absent,None,Naganishia
Naganishia onofrii,Inf,136677,1,0,Inf,0,Inf,Absent,Absent,None,Naganishia
Naja naja,Inf,6322,1,0,Inf,2,22434,Absent,Present,PWWP,Naja
Nakaseomyces glabratus,41997,134156,28,0,Inf,0,613205,Absent,Absent,None,Nakaseomyces
Nannochloropsis gaditana,765,107043,1,2,4244,0,Inf,Present,Absent,Tudor,Nannochloropsis
Nannochloropsis salina CCMP1776,765,93638,1,2,4244,0,476112,Present,Absent,Tudor,Nannochloropsis
Nasonia vitripennis,Inf,98689,2,0,Inf,0,2557957,Absent,Absent,None,Nasonia
Naumovozyma castellii CBS 4309,91918,57482,2,0,Inf,0,410800,Absent,Absent,None,Naumovozyma
Naumovozyma dairenensis CBS 421,712525,46700,2,0,Inf,0,Inf,Absent,Absent,None,Naumovozyma
Necator americanus,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Necator
Nelumbo nucifera,Inf,Inf,3,6,0,0,4581900,Present,Absent,Tudor,Nelumbo
Nemania abortiva,Inf,46970,1,0,Inf,0,Inf,Absent,Absent,None,Nemania
Nemania bipapillata,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Nemania
Nemania diffusa,260182,111371,1,0,Inf,0,Inf,Absent,Absent,None,Nemania
Nemania serpens,178970,79504,3,0,Inf,0,Inf,Absent,Absent,None,Nemania
Nemania sp. FL0031,161860,139214,1,0,Inf,0,Inf,Absent,Absent,None,Nemania
Nemania sp. FL0916,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Nemania
Nematocida sp. AWRm77,31153,13492,1,0,Inf,0,37261,Absent,Absent,None,Nematocida
Nematocida sp. AWRm78,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Nematocida
Nematolebias whitei,Inf,735,1,0,Inf,2,955,Absent,Present,PWWP,Nematolebias
Neoantrodia serialis,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Neoantrodia
Neoarthrinium moseri,158296,127622,4,0,Inf,0,Inf,Absent,Absent,None,Neoarthrinium
Neocallimastix californiae,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Neocallimastix
Neocallimastix sp. JGI-2020a,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Neocallimastix
Neoconidiobolus thromboides FSU 785,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Neoconidiobolus
Neocucurbitaria cava,Inf,57783,1,0,Inf,0,1597733,Absent,Absent,None,Neocucurbitaria
Neodidymelliopsis sp. IMI 364377,10901,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Neodidymelliopsis
Neodiprion fabricii,2565822,288025,1,0,26748033,0,1896599,Absent,Absent,None,Neodiprion
Neodiprion lecontei,5546514,906926,1,0,5544763,0,4208326,Absent,Absent,None,Neodiprion
Neodiprion pinetum,5252941,889193,1,0,5573761,0,4289083,Absent,Absent,None,Neodiprion
Neodiprion virginianus,5164829,880939,1,0,5531741,0,1958244,Absent,Absent,None,Neodiprion
Neodrepanis coruscans,Inf,4585,1,0,Inf,2,12791,Absent,Present,PWWP,Neodrepanis
Neofusicoccum parvum,Inf,417910,2,0,Inf,0,Inf,Absent,Absent,None,Neofusicoccum
Neofusicoccum parvum UCRNP2,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Neofusicoccum
Neogale vison,8855937,4941,1,0,Inf,2,11755,Absent,Present,PWWP,Neogale
Neohortaea acidophila,41518,64894,2,0,364721,0,462102,Absent,Absent,None,Neohortaea
Neolamprologus brichardi,2533911,922,2,0,Inf,4,0,Absent,Present,PWWP,Neolamprologus
Neolecta irregularis DAH-3,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Neolecta
Neolentinus lepideus HHB14362 ss-1,Inf,48751,1,0,Inf,0,Inf,Absent,Absent,None,Neolentinus
Neomonachus schauinslandi,22807316,4942,2,0,Inf,2,0,Absent,Present,PWWP,Neomonachus
Neonectria ditissima,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Neonectria
Neopestalotiopsis clavispora,Inf,85541,1,0,Inf,0,Inf,Absent,Absent,None,Neopestalotiopsis
Neopestalotiopsis sp. 37M,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Neopestalotiopsis
Neopipo cinnamomea,Inf,4297,1,0,Inf,2,21,Absent,Present,PWWP,Neopipo
Neospora caninum Liverpool,1585378,601559,2,0,Inf,0,609568,Absent,Absent,None,Neospora
Nephila pilipes,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Nephila
Nesidiocoris tenuis,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Nesidiocoris
Nestor notabilis,Inf,4500,1,0,Inf,2,24,Absent,Present,PWWP,Nestor
Neurospora crassa,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Neurospora
Neurospora crassa OR74A,134383,317043,1,0,Inf,0,Inf,Absent,Absent,None,Neurospora
Neurospora sp. IMI 360204,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Neurospora
Neurospora tetrasperma FGSC 2508,507142,169666,1,0,Inf,0,1913545,Absent,Absent,None,Neurospora
Nezara viridula,63309334,74749396,1,0,63329696,0,98365843,Absent,Absent,None,Nezara
Nibea albiflora,Inf,924,1,0,Inf,2,5689,Absent,Present,PWWP,Nibea
Nicator chloris,Inf,4167,1,0,Inf,2,12062,Absent,Present,PWWP,Nicator
Nicotiana attenuata,1404,2040779,1,2,309,0,Inf,Present,Absent,Tudor,Nicotiana
Nicotiana tabacum,1403,Inf,2,4,297,0,Inf,Present,Absent,Tudor,Nicotiana
Nicotiana tomentosiformis,1403,Inf,1,2,279,0,Inf,Present,Absent,Tudor,Nicotiana
Nicrophorus vespilloides,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Nicrophorus
Niorma chrysophthalma,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Niorma
Nipponia nippon,Inf,4750,2,0,Inf,4,0,Absent,Present,PWWP,Nipponia
Nippostrongylus brasiliensis,Inf,1992955,2,0,Inf,0,1990120,Absent,Absent,None,Nippostrongylus
Nitzschia inconspicua,94140,243377,3,0,Inf,0,572552,Absent,Absent,None,Nitzschia
Nomascus leucogenys,Inf,8230,1,0,Inf,2,10216,Absent,Present,PWWP,Nomascus
Nomia melanderi,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Nomia
Nosema bombycis CQ1,Inf,11131,1,0,Inf,0,Inf,Absent,Absent,None,Nosema
Nosema granulosis,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Nosema
Notechis scutatus,Inf,6983,3,0,Inf,4,0,Absent,Present,PWWP,Notechis
Nothobranchius furzeri,Inf,757,6,0,Inf,12,0,Absent,Present,PWWP,Nothobranchius
Nothocercus julius,Inf,1856,1,0,Inf,2,24,Absent,Present,PWWP,Nothocercus
Nothocercus nigrocapillus,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Nothocercus
Nothoprocta ornata,Inf,1834,1,0,Inf,2,27,Absent,Present,PWWP,Nothoprocta
Nothoprocta pentlandii,Inf,1837,1,0,Inf,2,27,Absent,Present,PWWP,Nothoprocta
Notiomystis cincta,Inf,4106,1,0,Inf,2,12009,Absent,Present,PWWP,Notiomystis
Notodromas monacha,Inf,1325,1,0,Inf,2,7503,Absent,Present,PWWP,Notodromas
Notolabrus celidotus,Inf,1513,4,0,Inf,8,0,Absent,Present,PWWP,Notolabrus
Nowakowskiella sp. JEL0078,Inf,Inf,3,0,Inf,0,Inf,Absent,Absent,None,Nowakowskiella
Numida meleagris,8366153,3434,3,0,8471122,6,0,Absent,Present,PWWP,Numida
Nyctereutes procyonoides,Inf,4688,5,0,Inf,8,0,Absent,Present,PWWP,Nyctereutes
Nyctibius grandis,Inf,4763,1,0,Inf,2,21,Absent,Present,PWWP,Nyctibius
Nycticebus coucang,Inf,136,1,0,Inf,2,28501,Absent,Present,PWWP,Nycticebus
Nycticryphes semicollaris,Inf,4820,1,0,Inf,2,14004,Absent,Present,PWWP,Nycticryphes
Nyctiprogne leucopyga,Inf,3528,1,0,Inf,2,21,Absent,Present,PWWP,Nyctiprogne
Nylanderia fulva,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Nylanderia
Nymphaea colorata,2089,31419,1,2,33590,0,1718262,Present,Absent,Tudor,Nymphaea
Nymphaea thermarum,2088,Inf,1,2,249,0,Inf,Present,Absent,Tudor,Nymphaea
Nyssa sinensis,1150,9654084,1,2,321,0,Inf,Present,Absent,Tudor,Nyssa
Obba rivulosa,43192,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Obba
Obelidium mucronatum,61382,23337,1,0,Inf,0,129978,Absent,Absent,None,Obelidium
Oceanites oceanicus,Inf,4655,1,0,Inf,2,12788,Absent,Present,PWWP,Oceanites
Oceanodroma tethys,Inf,4701,1,0,Inf,2,21,Absent,Present,PWWP,Oceanodroma
Ochotona curzoniae,Inf,3220,2,0,Inf,2,0,Absent,Present,PWWP,Ochotona
Ochotona princeps,Inf,3198,6,0,Inf,4,0,Absent,Present,PWWP,Ochotona
Ochromonadaceae sp. CCMP2298,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Ochromonadaceae
Octopus sinensis,Inf,11375,1,0,Inf,2,39351,Absent,Present,PWWP,Octopus
Octopus vulgaris,37462056,10311,3,0,Inf,6,0,Absent,Present,PWWP,Octopus
Odocoileus virginianus texanus,Inf,574,1,0,Inf,2,9576,Absent,Present,PWWP,Odocoileus
Oedothorax gibbosus,Inf,3273052,1,0,Inf,0,Inf,Absent,Absent,None,Oedothorax
Oenanthe melanoleuca,Inf,3920,1,0,Inf,2,1671,Absent,Present,PWWP,Oenanthe
Oenanthe oenanthe,Inf,3906,1,0,Inf,2,21,Absent,Present,PWWP,Oenanthe
Oesophagostomum dentatum,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Oesophagostomum
Ogataea angusta,14996,32186,11,0,67657,0,229408,Absent,Absent,None,Ogataea
Ogataea haglerorum,36343,8280,23,0,67524,0,497295,Absent,Absent,None,Ogataea
Ogataea parapolymorpha,36357,74558,3,0,71310,0,Inf,Absent,Absent,None,Ogataea
Ogataea parapolymorpha DL-1,36362,74551,2,0,71306,0,Inf,Absent,Absent,None,Ogataea
Ogataea philodendri,54445,35080,2,0,711316,0,373764,Absent,Absent,None,Ogataea
Oikopleura dioica,1561481,479431,2,0,Inf,0,478916,Absent,Absent,None,Oikopleura
Oldenlandia corymbosa var. corymbosa,1225,1956166,1,2,8217,0,23182247,Present,Absent,Tudor,Oldenlandia
Onchocerca flexuosa,Inf,3229254,2,0,Inf,0,3239661,Absent,Absent,None,Onchocerca
Onchocerca ochengi,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Onchocerca
Oncorhynchus gorbuscha,Inf,9661,1,0,Inf,2,2325,Absent,Present,PWWP,Oncorhynchus
Oncorhynchus kisutch,Inf,9061,1,0,Inf,2,2358,Absent,Present,PWWP,Oncorhynchus
Oncorhynchus mykiss,Inf,8866,2,0,Inf,4,2365,Absent,Present,PWWP,Oncorhynchus
Oncorhynchus nerka,Inf,7165,1,0,Inf,2,2288,Absent,Present,PWWP,Oncorhynchus
Oncorhynchus tshawytscha,Inf,9027,2,0,Inf,4,2360,Absent,Present,PWWP,Oncorhynchus
Onthophagus taurus,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Onthophagus
Onychomys torridus,Inf,533,1,0,Inf,2,10797,Absent,Present,PWWP,Onychomys
Onychorhynchus coronatus,Inf,4266,1,0,Inf,2,12727,Absent,Present,PWWP,Onychorhynchus
Onychostoma macrolepis,Inf,1300,1,0,Inf,2,1326,Absent,Present,PWWP,Onychostoma
Onychostruthus taczanowskii,Inf,4088,1,0,Inf,2,12447,Absent,Present,PWWP,Onychostruthus
Ooceraea biroi,Inf,48644,2,0,Inf,0,2062159,Absent,Absent,None,Ooceraea
Oopsacas minuta,Inf,11603,1,0,Inf,0,22623,Absent,Absent,None,Oopsacas
Ophidiomyces ophidiicola,22939,12290,82,0,Inf,0,253811,Absent,Absent,None,Ophidiomyces
Ophiobolus disseminans,Inf,373990,1,0,Inf,0,Inf,Absent,Absent,None,Ophiobolus
Ophiocordyceps australis,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Ophiocordyceps
Ophiocordyceps camponoti-floridani,31037,30534,1,0,Inf,0,33233,Absent,Absent,None,Ophiocordyceps
Ophiocordyceps camponoti-leonardi (nom. inval.),Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Ophiocordyceps
Ophiocordyceps camponoti-rufipedis,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Ophiocordyceps
Ophiocordyceps camponoti-saundersi (nom. inval.),Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Ophiocordyceps
