GC protein
GCA_905220325.1 CAF1557144.1
GCA_905220315.1 CAE6465202.1
GCA_000976215.2 AJU70548.1
GCA_000975705.2 AJU81758.1
GCA_000975945.2 AJU64195.1
GCA_000975825.2 AJU61395.1
GCA_000662435.2 AHY75091.1
GCA_000977145.2 AJU92868.1
GCA_000976665.2 AJU80368.1
GCA_000976875.3 AJU86575.1
GCA_000976455.3 AJU76213.1
GCA_000977325.2 AJU97096.1
GCA_000975615.2 AJU60044.1
GCA_000978075.3 AJV14514.1
GCA_000976845.3 AJU85874.1
GCA_000977175.3 AJU93585.1
GCA_000977355.3 AJU97794.1
GCA_000978015.2 AJV13136.1
GCA_000976515.2 AJU77633.1
GCA_000976485.2 AJU76923.1
GCA_000975735.4 AJU57941.1
GCA_000977715.4 AJV06257.1
GCA_000976545.2 AJU78345.1
GCA_000975975.3 AJU64907.1
GCA_000977745.2 AJV06960.1
GCA_000978045.2 AJV13846.1
GCA_000977955.2 AJV11799.1
GCA_000976995.2 AJU89291.1
GCA_000978195.3 AJV17346.1
GCA_000977835.2 AJV09045.1
GCA_000978255.2 AJV18767.1
GCA_000976065.2 AJU67018.1
GCA_000977475.3 AJV00616.1
GCA_000977655.2 AJV04834.1
GCA_000976185.3 AJU69838.1
GCA_000977055.4 AJU90719.1
GCA_000975765.2 AJU58643.1
GCA_000977205.2 AJU94290.1
GCA_000976605.3 AJU79768.1
GCA_000975855.3 AJU62107.1
GCA_000976425.2 AJU75505.1
GCA_000977985.2 AJV12487.1
GCA_000976395.2 AJU74799.1
GCA_000977565.2 AJV02747.1
GCA_000977685.2 AJV05553.1
GCA_000977505.2 AJV01328.1
GCA_000975675.2 AJU81068.1
GCA_000978135.2 AJV15930.1
GCA_000977445.2 AJU99902.1
GCA_000976035.2 AJU66340.1
GCA_000976575.4 AJU79057.1
GCA_000976335.2 AJU73369.1
GCA_000978285.2 AJV19488.1
GCA_000976965.3 AJU88600.1
GCA_000978105.2 AJV15222.1
GCA_000978165.2 AJV16641.1
GCA_000976365.2 AJU74083.1
GCA_000977085.2 AJU91436.1
GCA_000977385.2 AJU98507.1
GCA_000977595.3 AJV03417.1
GCA_000978225.2 AJV18055.1
GCA_000976815.3 AJU85177.1
GCA_000977025.2 AJU90001.1
GCA_000976725.3 AJU83040.1
GCA_000976785.2 AJU84466.1
GCA_000977925.3 AJV11100.1
GCA_000976305.2 AJU72657.1
GCA_000978315.2 AJV20185.1
GCA_000977415.2 AJU99207.1
GCA_000976755.2 AJU83753.1
GCA_000977775.3 AJV07666.1
GCA_000976275.4 AJU71947.1
GCA_000977235.2 AJU94989.1
GCA_000976695.3 AJU82461.1
GCA_000977805.2 AJV08360.1
GCA_000976245.2 AJU71235.1
GCA_000977895.3 AJV10453.1
GCA_000976935.2 AJU87895.1
GCA_000977535.2 AJV02041.1
GCA_000976905.2 AJU87224.1
GCA_000976155.4 AJU69143.1
GCA_000978345.2 AJV20901.1
GCA_000977265.3 AJU95688.1
GCA_000975585.2 AJU59330.1
GCA_000976095.2 AJU67735.1
GCA_000977295.3 AJU96392.1
GCA_000977865.2 AJV09750.1
GCA_000977625.3 AJV04122.1
GCA_000976125.2 AJU68451.1
GCA_000975645.3 AJP37821.1
GCA_002216725.1 AUB28213.1
GCA_003713155.1 QHN84839.1
GCA_003713155.1 QHO45065.1
GCA_000210295.1 CBH15694.1
GCA_014117485.1 QMW41558.1
GCA_003186165.1 AWP14165.1
GCA_003186165.1 AWP14164.1
GCA_000223565.1 CCA38891.1
GCA_001857865.1 APA06987.1
GCA_009663055.1 QGI61574.1
GCA_009663095.1 QGI92474.1
GCA_009663115.1 QGI78763.1
GCA_900184105.1 SMR44424.1
GCA_900091695.1 SMQ45902.1
GCA_900099495.1 SMY19578.1
GCA_900184115.1 SMR42250.1
GCA_026210795.1 UZO14105.1
GCA_022453885.1 UMM11043.1
GCA_022453885.1 UMM11044.1
GCA_022453885.1 UMM11042.1
GCA_021491975.1 ULU10111.1
GCA_021491975.1 ULU10112.1
GCA_021491975.1 ULU10113.1
GCA_024752415.1 UZP44919.1
GCA_016801405.1 QRC91333.1
GCA_900519115.1 VDB92561.1
GCA_900106125.1 SGZ58698.1
GCA_903994225.1 CAD2094754.1
GCA_903994265.1 CAD2108125.1
GCA_001708105.1 ANZ77758.1
GCA_016859295.1 KAG2735477.1
GCA_011064465.2 KAI4034460.1
GCA_011064465.2 KAI4034462.1
GCA_011064465.2 KAI4034455.1
GCA_011064465.2 KAI4034463.1
GCA_011064465.2 KAI4034466.1
GCA_011064465.2 KAI4034457.1
GCA_011064465.2 KAI4034461.1
GCA_011064465.2 KAI4034458.1
GCA_018873775.2 KAI2523307.1
GCA_018873775.2 KAI2523314.1
GCA_018873775.2 KAI2523313.1
GCA_018873775.2 KAI2523308.1
GCA_018873775.2 KAI2523319.1
GCA_018873775.2 KAI2523318.1
GCA_018873775.2 KAI2523309.1
GCA_018873775.2 KAI2523320.1
GCA_021951015.1 NP_001393738.1
GCA_021951015.1 NP_001393725.1
GCA_021951015.1 NP_000170.1
GCA_021951015.1 NP_001393742.1
GCA_021951015.1 NP_001393724.1
GCA_021951015.1 NP_001393737.1
GCA_021951015.1 NP_001393727.1
GCA_021951015.1 NP_001393733.1
GCA_021951015.1 NP_001393755.1
GCA_021951015.1 NP_001393729.1
GCA_021951015.1 NP_001393759.1
GCA_021951015.1 NP_001393757.1
GCA_021951015.1 NP_001393756.1
GCA_021951015.1 NP_001393754.1
GCA_021951015.1 NP_001393753.1
GCA_021951015.1 NP_001393750.1
GCA_021951015.1 NP_001393749.1
GCA_021951015.1 NP_001393748.1
GCA_021951015.1 NP_001393747.1
GCA_021951015.1 NP_001393734.1
GCA_021951015.1 NP_001393726.1
GCA_021951015.1 NP_001393731.1
GCA_021951015.1 NP_001393751.1
GCA_021951015.1 NP_001393730.1
GCA_021951015.1 NP_001393736.1
GCA_021951015.1 NP_001393735.1
GCA_021951015.1 NP_001393728.1
GCA_021951015.1 NP_001268421.1
GCA_021951015.1 NP_001393758.1
GCA_021951015.1 NP_001393752.1
GCA_021951015.1 NP_001393745.1
GCA_021951015.1 NP_001393744.1
GCA_021951015.1 NP_001393743.1
GCA_021951015.1 NP_001393741.1
GCA_021951015.1 NP_001393740.1
GCA_021951015.1 NP_001268423.1
GCA_021951015.1 NP_001268422.1
GCA_021951015.1 NP_001393732.1
GCA_021951015.1 NP_001393746.1
GCA_021951015.1 NP_001394291.1
GCA_021951015.1 NP_001393761.1
GCA_021951015.1 NP_001393760.1
GCA_022833125.2 EAX00209.1
GCA_022833125.2 EAX00208.1
GCA_001651475.1 OAO97920.1
GCA_016858175.1 KAG2509123.1
GCA_010356935.1 KAF1906403.1
GCA_010356925.1 KAF1910182.1
GCA_016858165.1 KAG2517729.1
GCA_001634645.1 KZV12333.1
GCA_000269885.1 EIW11301.1
GCA_000568365.1 EWG97065.1
GCA_004007595.1 KAB8110480.1
GCA_009797565.1 KAF2916120.1
GCA_000149285.1 EAZ44682.1
GCA_000004655.2 EAZ09056.1
GCA_003185045.1 PWZ15318.1
GCA_002220415.3 KAF7072467.1
GCA_002220415.3 KAF7058841.1
GCA_000230795.1 EHH22110.1
GCA_020497155.1 KAH1195675.1
GCA_020497155.1 KAH1195676.1
GCA_014282145.1 KAG4913744.1
GCA_012273815.2 KAH1078974.1
GCA_012273815.2 KAH1071214.1
GCA_014282085.1 KAG5084162.1
GCA_014282095.1 KAG4928650.1
GCA_014282035.1 KAG5086935.1
GCA_000149445.2 EEQ41941.1
GCA_026652205.1 KAJ1078137.1
GCA_013841245.2 KAG9432457.1
GCA_020169585.1 KAH0728218.1
GCA_020169535.1 KAH0784861.1
GCA_020169555.1 KAH0733072.1
GCA_020169575.1 KAH0768005.1
GCA_900005705.1 CDQ79615.1
GCA_000230815.1 EHH55558.1
GCA_900412535.3 CAG7881790.1
GCA_003434825.1 RID70848.1
GCA_017639395.1 KAG5405194.1
GCA_015952705.1 KAG0543657.1
GCA_004115385.1 RXI02512.1
GCA_004115385.1 RXI09450.1
GCA_004115385.1 RXH84444.1
GCA_000149385.1 EAL18075.1
GCA_013676235.1 KAF5936644.1
GCA_001702695.2 PCD37294.1
GCA_004170445.1 RYR01801.1
GCA_004170445.1 RYR52190.1
GCA_013099955.1 KAF4644515.1
GCA_000512255.2 PHT94873.1
GCA_003543875.1 RHW68904.1
GCA_002219185.1 OXB43483.1
GCA_002219195.1 OXB48782.1
GCA_025331905.1 KAI8397897.1
GCA_020797325.1 KAH7606994.1
GCA_020797185.1 KAH7603471.1
GCA_020797355.1 KAH7613859.1
GCA_020797195.1 KAH7593432.1
GCA_020797225.1 KAH7602469.1
GCA_020797215.1 KAH7587019.1
GCA_025331885.1 KAI8386710.1
GCA_020797205.1 KAH7589018.1
GCA_900044135.1 CEF85702.1
GCA_000599445.1 EYB23070.1
GCA_024362645.1 KAI5565098.1
GCA_024362645.1 KAI5565094.1
GCA_024362645.1 KAI5580735.1
GCA_024362645.1 KAI5580738.1
GCA_010458925.1 KAF2304770.1
GCA_026651695.1 KAJ0589820.1
GCA_014300015.1 KAF7220075.1
GCA_014300015.1 KAF7220074.1
GCA_015476405.1 KAF8827556.1
GCA_900002395.1 CDU18756.1
GCA_917880025.4 CAH1726395.1
GCA_000710275.1 KZN93010.1
GCA_019721115.1 KAG9275019.1
GCA_004786185.1 KAF3708349.1
GCA_020424065.1 KAH0978162.1
GCA_008124465.1 KAG1358738.1
GCA_014872705.1 KAF7763481.1
GCA_021556725.1 KAH9286596.1
GCA_003046395.2 RLN34271.1
GCA_009650675.1 KAE8549824.1
GCA_025169535.1 KAI7964929.1
GCA_025169555.1 KAI7959171.1
GCA_018689175.1 KAG7971027.1
GCA_018689175.1 KAG7971026.1
GCA_016808215.1 KAG2697629.1
GCA_016808215.1 KAG2697630.1
GCA_018688675.1 KAG6704105.1
GCA_018688675.1 KAG6704104.1
GCA_004320505.1 BAT86257.1
GCA_014282345.1 KAG4916679.1
GCA_016413885.1 KAG0462513.1
GCA_016413885.1 KAG0450432.1
GCA_016413895.1 KAG0450293.1
GCA_016413895.1 KAG0450343.1
GCA_951406725.1 CAI9720918.1
GCA_951406725.1 CAI9720919.1
GCA_951406725.1 CAI9720920.1
GCA_013467475.1 MBA0578949.1
GCA_000569095.1 EWM25150.1
GCA_001413975.1 KQC44870.1
GCA_001298375.2 KOH51573.1
GCA_000733195.1 KFK30776.1
GCA_024505685.1 KAI5691265.1
GCA_951394145.1 CAI9706360.1
GCA_002197005.1 OWK10080.1
GCA_002197005.1 OWK09316.1
GCA_026573395.1 KAJ1289623.1
GCA_001703955.2 KAF0639458.1
GCA_905330665.1 CAF2972967.1
GCA_022813025.1 KAI1680099.1
GCA_003231415.2 KAF7444302.1
GCA_003171515.3 KAF7565050.1
GCA_003231325.2 KAG9378552.1
GCA_022813065.1 KAI1667886.1
GCA_022837075.1 KAI2478845.1
GCA_003231425.2 KAI1509067.1
GCA_002223825.1 CUV07583.1
GCA_900095555.1 SCM23321.1
GCA_900095605.1 SCN60859.1
GCA_000818155.1 KUI70342.1
GCA_900232045.3 CAE7208076.1
GCA_900095565.1 SCN60838.1
GCA_900095625.1 SCM22048.1
GCA_003061485.1 PUZ70655.1
GCA_944470465.2 CAH8592299.1
GCA_944470465.2 CAH8592236.1
GCA_944470465.2 CAH8592315.1
GCA_944470465.2 CAH8592253.1
GCA_944470465.2 CAH8592286.1
GCA_944470465.2 CAH8592270.1
GCA_944470455.2 CAH8585122.1
GCA_944470455.2 CAH8585057.1
GCA_944470455.2 CAH8585137.1
GCA_944470455.2 CAH8585076.1
GCA_944470455.2 CAH8585107.1
GCA_944470455.2 CAH8585092.1
GCA_903961255.1 CAH0596392.1
GCA_900097025.1 SOV76701.1
GCA_018258275.1 KAG5627830.1
GCA_029228495.1 KAJ6680085.1
GCA_014362265.1 GFZ13794.1
GCA_014362265.1 GFY98667.1
GCA_003184595.1 PYH59557.1
GCA_007168705.1 GBL51736.1
GCA_000616845.1 EZF65962.1
GCA_000616805.1 EZF44599.1
GCA_001673695.2 OVF04506.1
GCA_019207935.1 KAG7886366.1
GCA_000591435.1 EXV05150.1
GCA_023168085.2 GJN74724.1
GCA_000829775.1 GAM36883.1
GCA_001245095.1 CEP22005.1
GCA_003025155.1 PTB73927.1
GCA_000389695.3 PHH55909.1
GCA_000442885.1 CDF88498.1
GCA_019207995.1 KAG7940119.1
GCA_001661325.1 ODQ72664.1
GCA_000151595.1 EGE79590.2
GCA_000227095.3 GAO49284.1
GCA_000313545.1 CCA73482.1
GCA_900322835.1 SPO45607.1
GCA_001908125.1 OKP00388.1
GCA_009176455.1 KAB8275757.1
GCA_010723835.1 GFF28146.1
GCA_002749805.1 PIG81685.1
GCA_008355005.1 TYJ54900.1
GCA_004798825.1 THC99722.1
GCA_000820885.1 CDO93343.1
GCA_000986665.1 KKK13254.1
GCA_000250695.1 EHY64933.1
GCA_001646985.1 OAL24725.1
GCA_001720195.1 ODN86665.1
GCA_000507425.3 OCF44263.1
GCA_001008285.1 KKZ63153.1
GCA_022533605.1 KAI0461024.1
GCA_009806415.1 KAF0328022.1
GCA_030411855.1 KAK0308652.1
GCA_030411855.1 KAK0315264.1
GCA_003012285.1 RGP81650.1
GCA_020536175.1 KAH3673591.1
GCA_008704605.1 KAA8897625.1
GCA_020536225.1 KAH3680191.1
GCA_020536225.1 KAH3680193.1
GCA_902651935.1 VYS61567.1
GCA_902705455.1 CAA0393161.1
GCA_947370325.1 CAI4338622.1
GCA_949124895.1 CAI7197804.1
GCA_949125895.1 CAI7200677.1
GCA_029990825.1 CAI4341961.1
GCA_949124045.1 CAI6557081.1
GCA_947369785.1 CAI4332084.1
GCA_949124425.1 CAI6556290.1
GCA_030036195.1 CAI4338297.1
GCA_949124855.1 CAI7072061.1
GCA_029991355.1 CAI4327870.1
GCA_949125375.1 CAI7201061.1
GCA_030035975.1 CAI4331318.1
GCA_949124335.1 CAI6556916.1
GCA_029990315.1 CAI4343271.1
GCA_949125495.1 CAI7200128.1
GCA_029991855.1 CAI4346515.1
GCA_949126065.1 CAI7199785.1
GCA_947370805.1 CAI4340682.1
GCA_949124685.1 CAI7071602.1
GCA_947369885.1 CAI4336379.1
GCA_949125765.1 CAI7200953.1
GCA_029990665.1 CAI4340624.1
GCA_949124125.1 CAI6558606.1
GCA_947370875.1 CAI4873288.1
GCA_949124345.1 CAI6556284.1
GCA_030036275.1 CAI4335623.1
GCA_949124965.1 CAI7189224.1
GCA_029990725.1 CAI4328334.1
GCA_949124905.1 CAI7199069.1
GCA_947370245.1 CAI4336481.1
GCA_949124355.1 CAI6558257.1
GCA_947370585.1 CAI4343581.1
GCA_949125905.1 CAI7200869.1
GCA_029991605.1 CAI4331984.1
GCA_949124825.1 CAI7071048.1
GCA_949123945.1 CAI6432005.1
GCA_949125785.1 CAI7206668.1
GCA_949125245.1 CAI7200479.1
GCA_029989085.1 CAI4345338.1
GCA_949124115.1 CAI6562858.1
GCA_030036495.1 CAI4345871.1
GCA_949124735.1 CAI7070900.1
GCA_947370535.1 CAI4342331.1
GCA_949125565.1 CAI7199348.1
GCA_029991755.1 CAI4333048.1
GCA_949124935.1 CAI7190114.1
GCA_947370885.1 CAI4873323.1
GCA_949124845.1 CAI7073105.1
GCA_029991075.1 CAI4328638.1
GCA_949124655.1 CAI7068573.1
GCA_947370495.1 CAI4350131.1
GCA_949124575.1 CAI7071345.1
GCA_029990685.1 CAI4339853.1
GCA_949124095.1 CAI6556514.1
GCA_949124495.1 CAI7071686.1
GCA_947370505.1 CAI4346017.1
GCA_949124885.1 CAI7198121.1
GCA_947369855.1 CAI4330828.1
GCA_949124715.1 CAI7071109.1
GCA_029991815.1 CAI4349022.1
GCA_949124295.1 CAI6554730.1
GCA_029991655.1 CAI4336332.1
GCA_949124465.1 CAI7070063.1
GCA_029990945.1 CAI4347124.1
GCA_949124265.1 CAI6557616.1
GCA_029991875.1 CAI4344374.1
GCA_949124055.1 CAI6557810.1
GCA_029990765.1 CAI4873081.1
GCA_949125775.1 CAI7199344.1
GCA_947370665.1 CAI4356798.1
GCA_949124275.1 CAI6566728.1
GCA_949124205.1 CAI6556202.1
GCA_029990905.1 CAI4328963.1
GCA_949124675.1 CAI7070714.1
GCA_947370185.1 CAI4340154.1
GCA_949124395.1 CAI6556757.1
GCA_949124925.1 CAI7199117.1
GCA_947370175.1 CAI4330785.1
GCA_949124835.1 CAI7071196.1
GCA_030036255.1 CAI4344574.1
GCA_949124705.1 CAI7071221.1
GCA_947369975.1 CAI4337708.1
GCA_949124155.1 CAI6554667.1
GCA_029990745.1 CAI4352985.1
GCA_949125505.1 CAI7198020.1
GCA_947370025.1 CAI4332578.1
GCA_949124665.1 CAI7070847.1
GCA_029990705.1 CAI4493950.1
GCA_949124535.1 CAI7130645.1
GCA_947370255.1 CAI4338568.1
GCA_949124515.1 CAI7070334.1
GCA_947370435.1 CAI4342007.1
GCA_949124755.1 CAI7070575.1
GCA_949124485.1 CAI7069963.1
GCA_029990475.1 CAI4331446.1
GCA_949124865.1 CAI7199378.1
GCA_029990845.1 CAI4338581.1
GCA_949124875.1 CAI7199400.1
GCA_029990435.1 CAI4342279.1
GCA_949125275.1 CAI7199429.1
GCA_947370345.1 CAI4335952.1
GCA_949124595.1 CAI7070724.1
GCA_030036055.1 CAI4338704.1
GCA_949124255.1 CAI6557057.1
GCA_029989845.1 CAI4345931.1
GCA_949124955.1 CAI7200884.1
GCA_947370715.1 CAI4338676.1
GCA_949125475.1 CAI7198846.1
GCA_029990395.1 CAI4331917.1
GCA_949125725.1 CAI7201024.1
GCA_947369865.1 CAI4341774.1
GCA_949124725.1 CAI7071523.1
GCA_949124415.1 CAI6553016.1
GCA_947369955.1 CAI4334086.1
GCA_949124555.1 CAI7070411.1
GCA_030036415.1 CAI4872653.1
GCA_949125335.1 CAI7198755.1
GCA_947370445.1 CAI4337661.1
GCA_949124615.1 CAI7070280.1
GCA_949124625.1 CAI7069964.1
GCA_947370275.1 CAI4333519.1
GCA_949124565.1 CAI7071741.1
GCA_947369935.1 CAI4334056.1
GCA_949124105.1 CAI6556653.1
GCA_030035995.1 CAI4334284.1
GCA_949124135.1 CAI6555845.1
GCA_029991395.1 CAI4333243.1
GCA_949125665.1 CAI7199419.1
GCA_029990125.1 CAI4340669.1
GCA_949124235.1 CAI6553397.1
GCA_030036395.1 CAI4873200.1
GCA_949125415.1 CAI7201832.1
GCA_029990335.1 CAI4334295.1
GCA_949124405.1 CAI6555822.1
GCA_030036015.1 CAI4872840.1
GCA_949124075.1 CAI6556408.1
GCA_029990865.1 CAI4335935.1
GCA_949125125.1 CAI7200334.1
GCA_947370305.1 CAI4347281.1
GCA_949124315.1 CAI6558187.1
GCA_029990925.1 CAI4342114.1
GCA_949124785.1 CAI7072587.1
GCA_029990535.1 CAI4338294.1
GCA_949124765.1 CAI7072632.1
GCA_029990965.1 CAI4330113.1
GCA_949124305.1 CAI6557491.1
GCA_030036435.1 CAI4351608.1
GCA_949125345.1 CAI7208424.1
GCA_947370145.1 CAI4345366.1
GCA_949124245.1 CAI6556153.1
GCA_029990785.1 CAI4341178.1
GCA_949126015.1 CAI7201933.1
GCA_029990885.1 CAI4340660.1
GCA_949124915.1 CAI7200298.1
GCA_029991625.1 CAI4329542.1
GCA_949124365.1 CAI6556110.1
GCA_947370645.1 CAI4347512.1
GCA_949124175.1 CAI6556346.1
GCA_029990515.1 CAI4335438.1
GCA_949124325.1 CAI6555033.1
GCA_947370785.1 CAI4341727.1
GCA_949124385.1 CAI6556090.1
GCA_030035855.1 CAI4339475.1
GCA_949124165.1 CAI6560993.1
GCA_029991515.1 CAI4344857.1
GCA_949125755.1 CAI7200211.1
GCA_029990805.1 CAI4347550.1
GCA_949124285.1 CAI6556560.1
GCA_949125295.1 CAI7198613.1
GCA_029989255.1 CAI4332681.1
GCA_949124525.1 CAI7071245.1
GCA_030036035.1 CAI4342118.1
GCA_949124435.1 CAI6560298.1
GCA_029991145.1 CAI4343542.1
GCA_949124745.1 CAI7071784.1
GCA_947370465.1 CAI4340279.1
GCA_949124775.1 CAI7070323.1
GCA_029991315.1 CAI4340787.1
GCA_949124805.1 CAI7072038.1
GCA_002335645.1 GAX67301.1
GCA_949122065.1 CAI6428039.1
GCA_949122135.1 CAI6431529.1
GCA_947369795.1 CAI4342107.1
GCA_949124605.1 CAI7072450.1
GCA_029991225.1 CAI4333960.1
GCA_949124475.1 CAI7071304.1
GCA_030036075.1 CAI4352949.1
GCA_949124195.1 CAI6566706.1
GCA_949123255.1 CAI6430981.1
GCA_947370695.1 CAI4349248.1
GCA_949124545.1 CAI7072743.1
GCA_949125285.1 CAI7197844.1
GCA_947370215.1 CAI4337478.1
GCA_949124815.1 CAI7071997.1
GCA_029989385.1 CAI4348822.1
GCA_949125365.1 CAI7198722.1
GCA_947370825.1 CAI4341303.1
GCA_949124215.1 CAI6556043.1
GCA_030035955.1 CAI4336916.1
GCA_949126085.1 CAI7202970.1
GCA_949124225.1 CAI6557389.1
GCA_947369765.1 CAI4330603.1
GCA_949124695.1 CAI7071039.1
GCA_949125035.1 CAI7198668.1
GCA_949124795.1 CAI7071672.1
GCA_947370365.1 CAI4343925.1
GCA_949124645.1 CAI7071473.1
GCA_030036375.1 CAI4337235.1
GCA_949125675.1 CAI7201241.1
GCA_029990645.1 CAI4872819.1
GCA_949124145.1 CAI6554720.1
GCA_932563355.1 CAH1829036.1
GCA_947370195.1 CAI4331847.1
GCA_949124635.1 CAI7070503.1
GCA_949123975.1 CAI6432995.1
GCA_030036355.2 CAI4930727.1
GCA_949123285.1 CAI6482856.1
GCA_949121775.1 CAI6428855.1
GCA_949123965.1 CAI6429798.1
GCA_947370705.1 CAI4346182.1
GCA_949124185.1 CAI6554634.1
GCA_949123955.1 CAI6426629.1
GCA_030035875.1 CAI4346548.1
GCA_949124585.1 CAI7071948.1
GCA_949123475.1 CAI6430952.1
GCA_030035915.1 CAI4343564.1
GCA_949125025.1 CAI7198932.1
GCA_030035935.1 CAI4342840.1
GCA_949124945.1 CAI7198982.1
GCA_949122415.1 CAI6429226.1
GCA_012275245.1 KAF4005843.1
GCA_012275245.1 KAF4006639.1
GCA_949121605.1 CAI6709833.1
GCA_003046745.1 PTN13500.1
GCA_030035895.1 CAI4382176.1
GCA_949125735.1 CAI7222987.1
GCA_949122425.1 CAI6428122.1
GCA_003046695.1 PTN21435.1
GCA_029991455.1 CAI4505101.1
GCA_949124505.1 CAI7127197.1
GCA_949123545.1 CAI6432452.1
GCA_949121655.1 CAI6427126.1
GCA_949122005.1 CAI6427228.1
GCA_949123155.1 CAI6426488.1
GCA_949121745.1 CAI6433999.1
GCA_030036175.2 CAI4975062.1
GCA_030036175.2 CAI4910827.1
GCA_949123715.1 CAI6778750.1
GCA_949123715.1 CAI6398382.1
GCA_014132375.1 GFP64094.1
GCA_949123195.1 CAI6411394.1
GCA_001983315.1 ONH73063.1
GCA_949121915.1 CAI6429267.1
GCA_009014655.1 GES69130.1
GCA_949123295.1 CAI6412505.1
GCA_026585715.1 KAJ1052903.1
GCA_026585705.1 KAJ1047903.1
GCA_014905575.1 GHM88645.1
GCA_030267605.1 GMC28076.1
GCA_002804325.1 PJP07199.1
GCA_949121635.1 CAI6406780.1
GCA_030267525.1 GMC35000.1
GCA_003046715.1 PTN29394.1
GCA_026954905.1 KAJ1546466.1
GCA_030267465.1 GMC43687.1
GCA_030267645.1 GMC30542.1
GCA_026954535.1 KAJ1533708.1
GCA_014132395.1 GFP69318.1
GCA_030267545.1 GMC21338.1
GCA_000182175.1 EDZ73153.1
GCA_000182175.1 EDZ73147.1
GCA_000149365.1 EDV08206.1
GCA_014049485.1 KAF6069488.1
GCA_014049485.1 KAF6069489.1
GCA_000784655.1 KHC88925.1
GCA_000784635.1 KHC84048.1
GCA_000774085.1 KGU13545.1
GCA_000775455.1 KGU17240.1
GCA_000784515.1 KHC60608.1
GCA_000784505.1 KHC41308.1
GCA_000775525.1 KGU34667.1
GCA_000773805.1 KGR14532.1
GCA_000773845.1 KGT71757.1
GCA_000773755.1 KGQ90959.1
GCA_000775445.1 KGU16875.1
GCA_000784525.1 KHC56268.1
GCA_000784695.1 KHC48438.1
GCA_000773825.1 KGR22940.1
GCA_000784495.1 KHC41978.1
GCA_000784575.1 KHC66826.1
GCA_000773745.1 KGQ97466.1
GCA_000784615.1 KHC84702.1
GCA_000773735.1 KGR03037.1
GCA_000773725.1 KGR16598.1
GCA_000775505.1 KGU37094.1
GCA_000775465.1 KGU31714.1
GCA_000784595.1 KHC74600.1
GCA_000691765.2 RLP62575.1
GCA_002831795.1 PKC45852.1
GCA_012898025.1 KAF4328576.1
GCA_000401695.2 EWC90321.1
GCA_000149795.1 KOB85377.1
GCA_000149665.2 KOB59136.1
GCA_000186055.2 KNG76499.1
GCA_000186025.2 KNC36417.1
GCA_000521075.1 ETW44472.1
GCA_000150435.3 EUR77354.1
GCA_000521115.1 ETW62979.1
GCA_000150455.3 EUT90543.1
GCA_000521015.1 ETW20043.1
GCA_000521055.1 ETW38237.1
GCA_000401715.2 EWC78336.1
GCA_000521035.1 ETW51026.1
GCA_000521095.1 ETW53587.1
GCA_000521155.1 ETW26967.1
GCA_004011995.1 RVW41512.1
GCA_004011995.1 RVX01446.1
GCA_013841205.1 KAG6802115.1
GCA_002220045.1 OXC71295.1
GCA_002222245.1 OXH01907.1
GCA_002222015.1 OXH24167.1
GCA_002222135.1 OXH23933.1
GCA_002222025.1 OXH64486.1
GCA_002222145.1 OXH44405.1
GCA_002222165.1 OXH64778.1
GCA_002215755.1 OWZ68723.1
GCA_002222155.1 OXH23425.1
GCA_002215745.1 OWZ72292.1
GCA_002222095.1 OXH43871.1
GCA_002222115.1 OXH46083.1
GCA_002217545.1 OXB34248.1
GCA_002215825.1 OWZ45977.1
GCA_002215775.1 OWZ33849.1
GCA_002222335.1 OXG36952.1
GCA_002215705.1 OWT37128.1
GCA_002215885.1 OWZ56180.1
GCA_002222375.1 OXG91679.1
GCA_002224005.1 OXL09613.1
GCA_002215835.1 OWZ79199.1
GCA_002222465.1 OXG44090.1
GCA_002222325.1 OXG25034.1
GCA_002222475.1 OXG20388.1
GCA_002234625.1 OXM80255.1
GCA_002222315.1 OXG45016.1
GCA_002222405.1 OXG58242.1
GCA_002220445.1 OXC81797.1
GCA_002222395.1 OXG73575.1
GCA_002222385.1 OXG13513.1
GCA_002222255.1 OXG78306.1
GCA_002222225.1 OXG74554.1
GCA_002222455.1 OXG48583.1
GCA_002222215.1 OXH14906.1
GCA_002222295.1 OXG52171.1
GCA_002215765.1 OWZ49116.1
GCA_002221985.1 OXH16670.1
GCA_002215855.1 OWZ30014.1
GCA_002220035.1 OXC58411.1
GCA_004153795.2 THG16483.1
GCA_029618195.1 KAJ8180875.1
GCA_029618285.1 KAJ8222172.1
GCA_029618165.1 KAJ8160785.1
GCA_029618205.1 KAJ8161463.1
GCA_029618175.1 KAJ8172202.1
GCA_029618185.1 KAJ8238741.1
GCA_029618255.1 KAJ8188315.1
GCA_029618275.1 KAJ8206736.1
GCA_029618335.1 KAJ8242864.1
GCA_029618305.1 KAJ8221622.1
GCA_029618225.1 KAJ8197028.1
GCA_020500845.1 KAH2298282.1
GCA_020500905.1 KAH2318971.1
GCA_020500215.1 KAH1987956.1
GCA_020500875.1 KAH2302005.1
GCA_020500935.1 KAH2349769.1
GCA_020500385.1 KAH2062991.1
GCA_020500815.1 KAH2286793.1
GCA_020500465.1 KAH2118210.1
GCA_020500785.1 KAH2272086.1
GCA_020499675.1 KAH1888660.1
GCA_020500285.1 KAH2030334.1
GCA_020500205.1 KAH1982444.1
GCA_020500775.1 KAH2247465.1
GCA_020500705.1 KAH2251438.1
