qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,GC,name
KAJ8565841.1,AEE82119.1,61.897,1307,419,17,1,1246,1,1289,0,1552,GCA_029783415.1,MUTS homolog 6 [Arabidopsis thaliana]
KAJ8568130.1,AEE33125.1,46.121,232,94,4,96,298,257,486,3.12e-59,206,GCA_029783415.1,Protein kinase superfamily protein [Arabidopsis thaliana]
KAJ8573533.1,AED91842.1,57.245,421,149,12,1,417,1,394,6.71e-153,439,GCA_029783415.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAJ8573575.1,AEE74631.1,50.865,867,313,19,1,845,1,776,0,776,GCA_029783415.1,PHD finger family protein [Arabidopsis thaliana]
KAI9152972.1,AED91842.1,53.155,412,144,12,1,381,1,394,9.09e-134,389,GCA_025594385.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAI9161603.1,AED95551.1,54.945,728,295,7,53,747,668,1395,0,770,GCA_025594385.1,binding protein [Arabidopsis thaliana]
KAI9168731.1,AEE74631.1,55.429,875,286,20,1,869,1,777,0,884,GCA_025594385.1,PHD finger family protein [Arabidopsis thaliana]
KAI9170245.1,AED91842.1,58.019,424,145,9,1,421,1,394,1.29e-155,446,GCA_025594385.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAI9192172.1,AEE86090.1,52.907,688,276,10,1203,1887,889,1531,0,668,GCA_025594385.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAI9192781.1,AEE85973.1,49.553,783,343,19,1,777,1,737,0,588,GCA_025594385.1,transcriptional regulator [Arabidopsis thaliana]
KAI9194260.1,ANM59181.1,60.953,1091,368,15,5,1056,9,1080,0,1292,GCA_025594385.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAI9194481.1,AED91842.1,69.268,410,104,8,1,404,1,394,0,543,GCA_025594385.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAI9198849.1,ANM59347.1,41.295,448,216,8,1,448,1,401,6.11e-91,302,GCA_025594385.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
TVU00226.1,AED95553.1,47.388,1627,749,31,4,1554,6,1601,0,1404,GCA_007726485.1,binding protein [Arabidopsis thaliana]
TVU06578.1,AED91842.1,51.481,270,106,8,2,256,135,394,4.52e-71,225,GCA_007726485.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TVU06608.1,AED91842.1,53.738,428,155,17,1,419,1,394,3.03e-126,372,GCA_007726485.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TVU09494.1,AEE82119.1,46.857,1368,469,27,3,1176,4,1307,0,1058,GCA_007726485.1,MUTS homolog 6 [Arabidopsis thaliana]
TVU10038.1,AED91842.1,41.432,391,154,14,162,481,11,397,4.59e-70,229,GCA_007726485.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TVU10902.1,ANM59181.1,57.833,849,319,15,159,980,202,1038,0,976,GCA_007726485.1,trithorax-like protein 2 [Arabidopsis thaliana]
TVU11564.1,AED95552.1,50.796,628,305,3,41,664,32,659,0,620,GCA_007726485.1,binding protein [Arabidopsis thaliana]
TVU11623.1,AED95551.1,47.775,1618,754,33,4,1554,6,1599,0,1401,GCA_007726485.1,binding protein [Arabidopsis thaliana]
TVU15334.1,AEE85972.1,40.394,203,118,2,1,201,51,252,3.94e-47,179,GCA_007726485.1,transcriptional regulator [Arabidopsis thaliana]
TVU15347.1,ANM59347.1,39.496,238,140,2,20,253,18,255,4.74e-48,177,GCA_007726485.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
TVU50000.1,AEE74631.1,42.348,869,363,25,1,825,1,775,0,598,GCA_007726485.1,PHD finger family protein [Arabidopsis thaliana]
PHT30893.1,AED95552.1,52.446,1676,698,20,1,1653,1,1600,0,1650,GCA_002271885.2,binding protein [Arabidopsis thaliana]
PHT36267.1,AED91842.1,57.075,424,152,10,1,421,1,397,5.15e-155,445,GCA_002271885.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
PHT39227.1,ANM59181.1,59.404,973,353,11,333,1296,141,1080,0,1155,GCA_002271885.2,trithorax-like protein 2 [Arabidopsis thaliana]
PHT45764.1,AEE85972.1,37.448,956,451,24,1,892,1,873,6.72e-131,414,GCA_002271885.2,transcriptional regulator [Arabidopsis thaliana]
PHT47588.1,AED91614.1,34.395,157,80,6,76,221,25,169,2.86e-12,68.9,GCA_002271885.2,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
PHT47589.1,ANM59347.1,36.761,389,201,8,16,396,8,359,1.26e-60,220,GCA_002271885.2,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
PHT52714.1,AED91842.1,51.22,410,168,8,1,393,1,395,7.42e-123,363,GCA_002271885.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
PHT59528.1,AEE86090.1,43.947,760,340,17,1019,1762,836,1525,9.11e-163,538,GCA_002271885.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
PHT60177.1,AED91842.1,57.007,421,150,11,1,417,1,394,4.47e-151,434,GCA_002271885.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
PHT60316.1,AEE82119.1,60.179,1341,423,16,6,1280,4,1299,0,1539,GCA_002271885.2,MUTS homolog 6 [Arabidopsis thaliana]
TDH67079.1,ANM64251.1,27.251,422,211,12,1926,2334,191,529,7.34e-32,137,GCA_004359215.2,ubiquitin-specific protease 13 [Arabidopsis thaliana]
GAB68468.1,AEE74122.1,33.553,152,96,2,210,361,126,272,1.76e-16,82.4,GCA_000321355.1,ankyrin repeat family protein [Arabidopsis thaliana]
KAH1033447.1,AEE86090.1,41.367,1697,808,38,1,1675,1,1532,0,1075,GCA_020496765.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAH1033589.1,AED91842.1,68.974,419,103,10,1,417,1,394,0,542,GCA_020496765.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAH1039218.1,AED91842.1,58.605,215,76,4,1,213,193,396,4.14e-80,245,GCA_020496765.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAH1039547.1,ANM59347.1,45.161,62,34,0,9,70,572,633,7.96e-12,59.3,GCA_020496765.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAH1047126.1,ANM59181.1,63.256,1075,350,15,12,1061,27,1081,0,1311,GCA_020496765.1,trithorax-like protein 2 [Arabidopsis thaliana]
KAH1054883.1,AED95552.1,59.468,1616,609,14,1,1601,1,1585,0,1858,GCA_020496765.1,binding protein [Arabidopsis thaliana]
KAH1055224.1,AEC10383.1,69.399,366,107,3,1,364,1,363,6.28e-168,473,GCA_020496765.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
KAH1056579.1,AEE85973.1,44.378,836,342,18,1,812,1,737,0,551,GCA_020496765.1,transcriptional regulator [Arabidopsis thaliana]
KAH1067191.1,AED91842.1,68.613,411,110,8,1,409,1,394,0,538,GCA_020496765.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAH1067276.1,AEE85972.1,41.925,935,467,18,1,921,1,873,7.16e-180,543,GCA_020496765.1,transcriptional regulator [Arabidopsis thaliana]
KAH1067278.1,AEE85972.1,45.255,137,69,3,14,148,605,737,5.53e-27,111,GCA_020496765.1,transcriptional regulator [Arabidopsis thaliana]
KAH1091196.1,AED95553.1,56.38,1685,646,18,1,1674,1,1607,0,1829,GCA_020496765.1,binding protein [Arabidopsis thaliana]
KAH1106758.1,AEE74631.1,56.164,876,273,16,1,863,1,778,0,922,GCA_020496765.1,PHD finger family protein [Arabidopsis thaliana]
KAH1108677.1,AEE74631.1,53.592,877,287,20,1,856,1,778,0,850,GCA_020496765.1,PHD finger family protein [Arabidopsis thaliana]
KAH1108874.1,AED91842.1,70.803,411,101,9,1,409,1,394,0,555,GCA_020496765.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAH1130324.1,AEE82119.1,65.35,1316,406,14,1,1288,1,1294,0,1639,GCA_020496765.1,MUTS homolog 6 [Arabidopsis thaliana]
KAH1131526.1,AEE86090.1,43.335,1703,760,47,1,1669,1,1532,0,1134,GCA_020496765.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAH1131621.1,AEE85972.1,42.188,768,372,22,1,734,1,730,6.34e-154,476,GCA_020496765.1,transcriptional regulator [Arabidopsis thaliana]
KAG5516237.1,ANM69813.1,38.053,226,117,6,26,239,1258,1472,5.36e-28,113,GCA_018127125.1,binding protein [Arabidopsis thaliana]
KAG5537433.1,AEE85972.1,50.397,252,124,1,4,255,2,252,6.63e-76,259,GCA_018127125.1,transcriptional regulator [Arabidopsis thaliana]
KAG5537434.1,AEE85973.1,44.59,305,161,3,4,306,2,300,2.22e-76,259,GCA_018127125.1,transcriptional regulator [Arabidopsis thaliana]
KAG5538988.1,AED91842.1,61.882,425,130,10,1,423,1,395,1.29e-152,478,GCA_018127125.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG5540603.1,AEE86090.1,37.679,1465,673,42,26,1435,1,1280,0,818,GCA_018127125.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAG5555675.1,AEE36452.1,44.231,52,29,0,228,279,505,556,3.91e-08,56.2,GCA_018127125.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAG5563052.1,AEE85972.1,37.228,873,391,24,8,865,7,737,4.79e-134,426,GCA_018127125.1,transcriptional regulator [Arabidopsis thaliana]
KAG5563053.1,AEE85972.1,38.118,850,392,24,8,842,7,737,1.14e-137,435,GCA_018127125.1,transcriptional regulator [Arabidopsis thaliana]
KAG5563054.1,AEE85972.1,37.736,848,375,23,8,819,7,737,1.44e-135,429,GCA_018127125.1,transcriptional regulator [Arabidopsis thaliana]
KAG5565176.1,AEE74631.1,45.872,872,304,23,6,831,30,779,0,668,GCA_018127125.1,PHD finger family protein [Arabidopsis thaliana]
KAG5565241.1,AED91842.1,57.746,426,145,9,1,423,1,394,1.03e-153,441,GCA_018127125.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG5566209.1,AED91842.1,57.531,405,145,9,23,416,8,396,6.35e-143,413,GCA_018127125.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAG5567823.1,AEE82119.1,62.354,1368,413,18,3,1318,4,1321,0,1600,GCA_018127125.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF9662068.1,AEE85972.1,43.446,679,285,16,4,678,2,585,6.47e-127,409,GCA_015731905.1,transcriptional regulator [Arabidopsis thaliana]
KAF9662190.1,AEE86090.1,40.762,1759,780,47,22,1750,1,1527,0,1074,GCA_015731905.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF9663123.1,AEC10383.1,62.667,375,93,6,16,386,32,363,1.83e-145,417,GCA_015731905.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
KAF9664360.1,AED95551.1,58.655,1502,562,13,5,1471,3,1480,0,1696,GCA_015731905.1,binding protein [Arabidopsis thaliana]
KAF9664668.1,AED91842.1,45.477,398,130,12,30,349,9,397,4.82e-100,302,GCA_015731905.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF9665442.1,AED91842.1,58.696,414,149,10,1,409,1,397,2.1e-154,442,GCA_015731905.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF9665709.1,AEE74631.1,54.545,858,286,19,73,915,7,775,0,849,GCA_015731905.1,PHD finger family protein [Arabidopsis thaliana]
KAF9669270.1,AEE82119.1,65.618,1335,376,18,1,1289,1,1298,0,1634,GCA_015731905.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF9675278.1,AED91842.1,57.995,419,147,10,1,415,1,394,4.12e-152,437,GCA_015731905.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF9679294.1,AEC10383.1,66.107,298,68,4,154,434,82,363,2.54e-133,388,GCA_015731905.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
KAF9679334.1,AED95551.1,56.589,1624,621,17,5,1581,3,1589,0,1761,GCA_015731905.1,binding protein [Arabidopsis thaliana]
KAF9680703.1,AED91842.1,49.877,405,139,10,1,350,1,396,3.41e-121,358,GCA_015731905.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF9681167.1,AEE86090.1,41.269,1718,788,45,32,1719,1,1527,0,1078,GCA_015731905.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAF9681303.1,AEE85972.1,48.885,538,226,8,6,542,4,493,2.72e-139,440,GCA_015731905.1,transcriptional regulator [Arabidopsis thaliana]
KAF9682541.1,AEE82119.1,50.939,479,133,9,1,378,1,478,5.62e-123,385,GCA_015731905.1,MUTS homolog 6 [Arabidopsis thaliana]
KAF9686257.1,AEE29387.1,45.376,346,167,6,382,721,40,369,1.97e-81,290,GCA_015731905.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAF9688655.1,AED91842.1,67.654,405,114,8,1,399,1,394,1.29e-179,508,GCA_015731905.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAF9688891.1,ANM59347.1,37.399,746,358,17,320,1049,9,661,2.19e-120,387,GCA_015731905.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
KAI5057501.1,AEE86091.1,37.975,316,170,9,1219,1517,1039,1345,3.89e-54,209,GCA_014529385.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAI5057534.1,ANM59181.1,46.444,928,436,15,336,1252,206,1083,0,828,GCA_014529385.2,trithorax-like protein 2 [Arabidopsis thaliana]
KAI5057949.1,AEC08569.1,47.284,939,424,19,246,1171,180,1060,0,838,GCA_014529385.2,homologue of trithorax [Arabidopsis thaliana]
KAI5059331.1,AED95553.1,35.501,1107,669,16,22,1105,9,1093,0,638,GCA_014529385.2,binding protein [Arabidopsis thaliana]
KAI5067093.1,AED95553.1,39.34,1121,645,17,8,1115,28,1126,0,753,GCA_014529385.2,binding protein [Arabidopsis thaliana]
KAI5067354.1,AEE74631.1,48.762,404,187,5,1,393,1,395,9.83e-137,423,GCA_014529385.2,PHD finger family protein [Arabidopsis thaliana]
KAI5067690.1,AEE28429.1,33.036,112,66,4,46,150,42,151,1.07e-08,58.2,GCA_014529385.2,agenet domain-containing protein [Arabidopsis thaliana]
KAI5070312.1,AEE79740.1,50.98,51,25,0,524,574,59,109,1.8e-10,62.4,GCA_014529385.2,Disease resistance-responsive (dirigent-like protein) family protein [Arabidopsis thaliana]
KAI5073018.1,AED91842.1,33.168,404,225,10,3,395,25,394,2.82e-48,171,GCA_014529385.2,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
KAI5077321.1,AEC10383.1,46.448,366,161,8,175,537,29,362,8.08e-91,284,GCA_014529385.2,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
KAI5077327.1,AEE82119.1,43.726,1299,600,19,95,1351,110,1319,0,1021,GCA_014529385.2,MUTS homolog 6 [Arabidopsis thaliana]
KAI5078466.1,AEE85821.1,40.979,388,206,10,105,489,119,486,6.83e-87,280,GCA_014529385.2,SET domain group 4 [Arabidopsis thaliana]
KAI5079854.1,ANM70693.1,25.764,916,524,26,261,1064,167,1038,9.82e-72,261,GCA_014529385.2,PHD finger family protein [Arabidopsis thaliana]
KAI5080457.1,AEE86090.1,29.337,392,247,9,1188,1554,1004,1390,7.28e-42,169,GCA_014529385.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
KAI5081247.1,AEE86090.1,29.337,392,247,9,1226,1592,1004,1390,1.51e-41,168,GCA_014529385.2,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
TYG38784.1,AEE86090.1,41.246,1702,802,41,1,1674,1,1532,0,1049,GCA_007990325.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
TYG38929.1,AED91842.1,69.928,419,100,9,1,418,1,394,0,543,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG50167.1,ANM59181.1,62.849,1074,356,12,12,1061,27,1081,0,1306,GCA_007990325.1,trithorax-like protein 2 [Arabidopsis thaliana]
TYG50168.1,ANM59181.1,58.843,916,334,12,12,903,27,923,0,1015,GCA_007990325.1,trithorax-like protein 2 [Arabidopsis thaliana]
TYG53205.1,AED95553.1,56.914,1685,638,16,1,1675,1,1607,0,1841,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYG53206.1,AED95553.1,56.888,1684,639,15,1,1674,1,1607,0,1844,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYG55881.1,AED91842.1,70.316,411,103,9,1,409,1,394,0,551,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG55882.1,AED91842.1,70.316,411,103,9,1,409,1,394,0,551,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG58027.1,AEE74631.1,56.05,876,273,16,1,862,1,778,0,924,GCA_007990325.1,PHD finger family protein [Arabidopsis thaliana]
TYG60072.1,AEE85972.1,41.299,770,371,20,1,729,1,730,2.55e-157,485,GCA_007990325.1,transcriptional regulator [Arabidopsis thaliana]
TYG60179.1,AEE86090.1,43.453,1703,758,48,18,1686,1,1532,0,1139,GCA_007990325.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
TYG61482.1,AEE82119.1,66.229,1294,389,14,1,1260,1,1280,0,1655,GCA_007990325.1,MUTS homolog 6 [Arabidopsis thaliana]
TYG64672.1,AEE85973.1,42.169,996,423,24,1,967,1,872,0,548,GCA_007990325.1,transcriptional regulator [Arabidopsis thaliana]
TYG66046.1,AEC10383.1,69.855,345,100,2,1,343,21,363,2.31e-159,451,GCA_007990325.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
TYG66047.1,AEC10383.1,69.855,345,100,2,1,343,21,363,2.31e-159,451,GCA_007990325.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
TYG66048.1,AEC10383.1,69.315,365,108,2,1,363,1,363,3.96e-169,476,GCA_007990325.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
TYG66411.1,AED95552.1,59.246,1617,612,15,1,1602,1,1585,0,1849,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYG66412.1,AED95551.1,59.257,1615,613,13,1,1601,1,1584,0,1853,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYG67258.1,AEE85972.1,41.102,944,464,20,1,923,1,873,1.81e-169,516,GCA_007990325.1,transcriptional regulator [Arabidopsis thaliana]
TYG67259.1,AEE85972.1,41.409,937,471,21,1,923,1,873,1.01e-171,522,GCA_007990325.1,transcriptional regulator [Arabidopsis thaliana]
TYG67390.1,AED91842.1,68.127,411,109,8,1,406,1,394,0,529,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG67391.1,AED91842.1,68.127,411,109,8,1,406,1,394,0,529,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG67392.1,AED91842.1,67.797,413,111,8,1,408,1,396,0,530,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG67393.1,AED91842.1,67.797,413,111,8,1,408,1,396,0,530,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG67394.1,AED91842.1,68.039,413,113,8,1,411,1,396,0,533,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG67395.1,AED91842.1,68.039,413,113,8,1,411,1,396,0,533,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG67396.1,AED91842.1,68.37,411,111,8,1,409,1,394,0,533,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG67397.1,AED91842.1,68.37,411,111,8,1,409,1,394,0,533,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG73528.1,AEE75156.1,62.393,351,99,7,5,347,1,326,1.25e-135,389,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG73529.1,AED91842.1,56.479,409,131,9,1,377,1,394,6.62e-145,417,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYG87732.1,AEE86090.1,41.73,1699,799,41,1,1675,1,1532,0,1066,GCA_007990325.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
TYG99023.1,ANM59181.1,64.1,1039,337,12,43,1061,59,1081,0,1310,GCA_007990325.1,trithorax-like protein 2 [Arabidopsis thaliana]
TYH01803.1,AED95553.1,56.239,1675,637,17,1,1647,1,1607,0,1812,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYH01804.1,AED95553.1,56.372,1687,638,17,1,1669,1,1607,0,1836,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYH01805.1,AED95553.1,56.491,1687,638,17,1,1671,1,1607,0,1838,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYH01806.1,AED95553.1,56.119,1675,637,17,1,1645,1,1607,0,1810,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYH04585.1,AED91842.1,70.073,411,104,9,1,409,1,394,0,550,GCA_007990325.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
TYH06627.1,AEE74631.1,56.442,877,269,16,1,863,1,778,0,926,GCA_007990325.1,PHD finger family protein [Arabidopsis thaliana]
TYH08710.1,AEE85972.1,41.948,770,366,20,1,729,1,730,1.35e-159,491,GCA_007990325.1,transcriptional regulator [Arabidopsis thaliana]
TYH08811.1,AEE86090.1,43.603,1704,754,49,1,1669,1,1532,0,1135,GCA_007990325.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
TYH10073.1,AEE82119.1,66.15,1291,396,14,1,1262,1,1279,0,1631,GCA_007990325.1,MUTS homolog 6 [Arabidopsis thaliana]
TYH10074.1,AEE82119.1,65.946,1295,396,15,1,1266,1,1279,0,1625,GCA_007990325.1,MUTS homolog 6 [Arabidopsis thaliana]
TYH13167.1,AEE85973.1,44.378,836,342,19,1,812,1,737,0,550,GCA_007990325.1,transcriptional regulator [Arabidopsis thaliana]
TYH13168.1,AEE85973.1,44.378,836,342,19,1,812,1,737,0,550,GCA_007990325.1,transcriptional regulator [Arabidopsis thaliana]
TYH14443.1,AEC10383.1,69.315,365,108,2,1,363,1,363,2.01e-169,477,GCA_007990325.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
TYH14444.1,AEC10383.1,69.855,345,100,2,1,343,21,363,7.58e-160,452,GCA_007990325.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
TYH14445.1,AEC10383.1,69.855,345,100,2,1,343,21,363,7.58e-160,452,GCA_007990325.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
TYH14838.1,AED95551.1,59.367,1612,617,15,1,1602,1,1584,0,1845,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYH14839.1,AED95552.1,59.429,1612,616,15,1,1601,1,1585,0,1848,GCA_007990325.1,binding protein [Arabidopsis thaliana]
TYH15690.1,AEE85972.1,41.064,940,470,19,1,923,1,873,3.05e-170,518,GCA_007990325.1,transcriptional regulator [Arabidopsis thaliana]
