GC PWWPtblastn Tudortblastn
GCA_022749175.1 23703 620931
GCA_024399255.1 1270 7475
GCA_029215505.1 1270 65257
GCA_900149145.1 9214 163463
GCA_024399295.1 51325 Inf
GCA_903994235.1 76860 Inf
GCA_903994205.1 76728 Inf
GCA_016906555.1 306860 1556557
GCA_000149245.3 102112 33831
GCA_010111755.1 134365 125944
GCA_029226625.1 50000 457377
GCA_003691605.1 22362 16706
GCA_900290415.1 231699 277868
GCA_904420315.1 34265 1052
GCA_002571405.2 56527 36179
GCA_000976005.2 56546 245153
GCA_000975915.3 56534 246216
GCA_000975885.2 56533 245555
GCA_905220325.1 56553 245434
GCA_905220315.1 56553 251591
GCA_000976215.2 56520 245827
GCA_000975705.2 56546 247338
GCA_000975945.2 56529 245850
GCA_000975825.2 56522 245368
GCA_000662435.2 56549 245017
GCA_000977145.2 56550 245565
GCA_000976665.2 56541 245002
GCA_000976875.3 56540 245630
GCA_000976455.3 56541 244997
GCA_000977325.2 56546 245566
GCA_000975615.2 56544 245306
GCA_000978075.3 56553 245242
GCA_000976845.3 56553 245238
GCA_000977175.3 56548 245616
GCA_000977355.3 56545 245025
GCA_000978015.2 56537 244846
GCA_000976515.2 56549 244977
GCA_000976485.2 56549 244981
GCA_000975735.4 56548 245352
GCA_000977715.4 56545 245330
GCA_000976545.2 56541 245022
GCA_000975975.3 56529 97580
GCA_000977745.2 62882 97408
GCA_000978045.2 56549 Inf
GCA_000977955.2 56485 98095
GCA_000976995.2 56528 97138
GCA_000978195.3 56539 97180
GCA_000977835.2 56528 97277
GCA_000978255.2 56535 97289
GCA_000976065.2 56542 244829
GCA_000977475.3 56548 245332
GCA_000977655.2 56535 97287
GCA_000976185.3 56533 246178
GCA_000977055.4 56536 96710
GCA_000975765.2 56532 245389
GCA_000977205.2 56546 96817
GCA_000976605.3 56541 244977
GCA_000975855.3 56544 Inf
GCA_000976425.2 56541 244982
GCA_000977985.2 56545 244992
GCA_000976395.2 56541 244934
GCA_000977565.2 56540 250547
GCA_000977685.2 56512 244980
GCA_000977505.2 56543 244897
GCA_000975675.2 56539 245093
GCA_000978135.2 56544 246831
GCA_000977445.2 56546 246989
GCA_000976035.2 56551 245305
GCA_000976575.4 56541 244988
GCA_000976335.2 56552 244916
GCA_000975795.2 56470 245430
GCA_000978285.2 56550 245782
GCA_000976965.3 87396 244969
GCA_000978105.2 56541 244846
GCA_000978165.2 56549 245003
GCA_000976365.2 56526 245634
GCA_000977085.2 56555 96430
GCA_000977385.2 56554 Inf
GCA_000977595.3 56546 246646
GCA_000978225.2 56540 244772
GCA_000976815.3 56541 245579
GCA_000977025.2 56532 96553
GCA_000976725.3 56548 97467
GCA_000976785.2 56550 245632
GCA_000977925.3 56529 97565
GCA_000976305.2 56535 245836
GCA_000978315.2 56539 245231
GCA_000977415.2 56525 97569
GCA_000976755.2 56500 245290
GCA_000977775.3 56538 245137
GCA_000976275.4 56535 245998
GCA_000977235.2 56550 244963
GCA_000976695.3 56539 245975
GCA_000977805.2 56536 244879
GCA_000977115.3 56552 97514
GCA_000976245.2 56528 245333
GCA_000977895.3 46628 98014
GCA_000976935.2 56550 Inf
GCA_000977535.2 56533 245532
GCA_000976905.2 56521 97232
GCA_000976155.4 56534 245655
GCA_000978345.2 56541 245224
GCA_000977265.3 56540 97512
GCA_000975585.2 56520 97630
GCA_000976095.2 56534 245098
GCA_000977295.3 56551 245268
GCA_000977865.2 56522 97240
GCA_000977625.3 56513 244765
GCA_000976125.2 56535 245240
GCA_000975645.3 56578 248414
GCA_002216725.1 102112 33831
GCA_003713155.1 777048 923
GCA_000210295.1 118497 72837
GCA_014117485.1 64301 186851
GCA_003186165.1 772 Inf
GCA_000223565.1 392815 203041
GCA_001857865.1 130029 265483
GCA_009663055.1 65768 34339
GCA_009663095.1 65763 34339
GCA_009663115.1 144884 26442
GCA_900184105.1 80413 103470
GCA_900091695.1 31633 Inf
GCA_900099495.1 79760 Inf
GCA_900184115.1 61663 Inf
GCA_026210795.1 1662417 Inf
GCA_022453885.1 1103826 Inf
GCA_021491975.1 1104878 3041317
GCA_024752415.1 222860 902874
GCA_016801405.1 464115 Inf
GCA_900519115.1 472440 Inf
GCA_003072535.3 21919 384749
GCA_900106125.1 183526 110946
GCA_903994225.1 76779 Inf
GCA_903994265.1 76810 Inf
GCA_001708105.1 26789 62791
GCA_016859295.1 169552 140886
GCA_011064465.2 7673 Inf
GCA_018873775.2 7673 Inf
GCA_021951015.1 7672 Inf
GCA_022833125.2 7670 Inf
GCA_001651475.1 40987 1052
GCA_016858175.1 56527 36180
GCA_010356935.1 56528 36181
GCA_010356925.1 56532 274236
GCA_016858165.1 56532 216274
GCA_001634645.1 56534 251889
GCA_000269885.1 56532 35883
GCA_000190215.1 84102 245130
GCA_000190195.1 63105 248063
GCA_000190235.1 56571 245564
GCA_000190255.1 63328 244628
GCA_000568005.1 56565 245641
GCA_000568365.1 63284 244168
GCA_000568295.1 56532 244568
GCA_000568055.1 56535 244880
GCA_004007595.1 494044 1520
GCA_009797565.1 7946817 1520
GCA_000149285.1 8524774 1520
GCA_000004655.2 368726 1511
GCA_003185045.1 6346158 1015
GCA_002220415.3 33619445 993
GCA_000230795.1 7949 Inf
GCA_020497155.1 1384112 1338
GCA_014282145.1 1374056 1338
GCA_012273815.2 1379190 1338
GCA_014282085.1 1378432 1338
GCA_014282095.1 1383104 1338
GCA_014282035.1 1373544 1334
GCA_000149445.2 73812 74691
GCA_024137805.1 51702155 1007
GCA_026652205.1 764 Inf
GCA_013841245.2 848824 Inf
GCA_020169585.1 1273650 1185
GCA_020169535.1 1280674 1164
GCA_020169555.1 1310377 1167
GCA_020169575.1 1431071 1167
GCA_900005705.1 8866 Inf
GCA_000230815.1 7595 Inf
GCA_900412535.3 1996200 1098
GCA_003434825.1 1962347 1097
GCA_017639395.1 1914583 1099
GCA_015952705.1 2725269 1031
GCA_004115385.1 1787722 131
GCA_000149385.1 307414 68378
GCA_013676235.1 12762514 1430
GCA_025331925.1 29217 556293
GCA_000149955.2 55557 560589
GCA_014154955.1 29217 558151
GCA_001702695.2 55975 556869
GCA_003615085.1 57568 562736
GCA_004170445.1 811579 923
GCA_013099955.1 320430 320905
GCA_000512255.2 2943760 1589
GCA_003543875.1 71102 450700
GCA_002219185.1 140174 125396
GCA_002219195.1 140176 125396
GCA_025331905.1 134352 126330
GCA_020797325.1 134372 125946
GCA_020797185.1 134365 125945
GCA_020797355.1 134331 Inf
GCA_020797195.1 134371 126356
GCA_020797225.1 134330 Inf
GCA_020797215.1 134330 Inf
GCA_025331885.1 134386 126284
GCA_020797205.1 134351 126350
GCA_900044135.1 83806 865696
GCA_000599445.1 83799 811865
GCA_024362645.1 1705241 1406
GCA_010458925.1 1696656 1309
GCA_026651695.1 Inf Inf
GCA_014300015.1 757 Inf
GCA_015476405.1 104866 2434422
GCA_900002395.1 77676 Inf
GCA_917880025.4 1804392 Inf
GCA_000710275.1 183090 469334
GCA_019721115.1 1753 Inf
GCA_004786185.1 828 Inf
GCA_020424065.1 1599032 1887
GCA_021292205.2 2733122 1885
GCA_008124465.1 1148765 482970
GCA_014872705.1 177941 127996
GCA_021556725.1 6331534 2548552
GCA_003046395.2 5580767 1027
GCA_009650675.1 50090 242896
GCA_025169535.1 261527 17924
GCA_025169555.1 282675 17924
GCA_018689175.1 361612 1516
GCA_016808215.1 1267196 1516
GCA_018688675.1 5907340 1516
GCA_020796215.1 786409 1634
GCA_004320505.1 1941043 1300
GCA_014282345.1 831778 1334
GCA_016413885.1 993934 8031
GCA_016413895.1 11144874 8032
GCA_951406725.1 10311 37462056
GCA_013467475.1 2126242 1436
GCA_000569095.1 107043 765
GCA_001413975.1 56528 244996
GCA_001298375.2 56528 244999
GCA_000733195.1 321522 1059
GCA_024505685.1 113123 334741
GCA_951394145.1 523 Inf
GCA_002197005.1 518 Inf
GCA_026573395.1 3079981 1051
GCA_001703955.2 223254 812604
GCA_905330665.1 739795 342661
GCA_022813025.1 715722 105
GCA_003231415.2 711917 105
GCA_003171515.3 707433 105
GCA_003231325.2 699983 105
GCA_022813065.1 323695 105
GCA_022837075.1 905148 105
GCA_003231425.2 698595 105
GCA_002223825.1 2982 310303
GCA_900095555.1 76797 455298
GCA_900095605.1 76815 96204
GCA_000818155.1 49164 2110156
GCA_900232045.3 494584 105
GCA_900095565.1 76603 Inf
GCA_900095625.1 76840 Inf
GCA_003061485.1 5678919 1056
GCA_944470465.2 7649207 Inf
GCA_944470455.2 4506025 Inf
GCA_903961255.1 4802468 Inf
GCA_900097025.1 Inf Inf
GCA_018258275.1 1415776 1185
GCA_029228495.1 1063635 1387
GCA_014362265.1 1595123 1151
GCA_003184595.1 161559 808571
GCA_007168705.1 9599 30071
GCA_000616845.1 273229 Inf
GCA_000616805.1 30634 Inf
GCA_001673695.2 50098 5731
GCA_019207935.1 100787 36357
GCA_000591435.1 763864 1217517
GCA_013396185.1 126344 Inf
GCA_023168085.2 249424 1214332
GCA_000829775.1 284192 Inf
GCA_001245095.1 1097 1136468
GCA_003025155.1 22953 127967
GCA_000149895.1 64644 91929
GCA_000389695.3 Inf Inf
GCA_000442885.1 12512 Inf
GCA_019207995.1 4541 14841
GCA_001661325.1 398107 29222
GCA_000151595.1 Inf Inf
GCA_000167075.2 Inf Inf
GCA_021556675.1 Inf Inf
GCA_000227095.3 77859 Inf
GCA_021556705.1 Inf Inf
GCA_000313545.1 Inf Inf
GCA_900322835.1 117885 Inf
GCA_001908125.1 635910 Inf
GCA_009176455.1 Inf 187200
GCA_010723835.1 Inf Inf
GCA_002749805.1 Inf 334840
GCA_008355005.1 21589 100163
GCA_004798825.1 Inf Inf
GCA_000820885.1 162532 Inf
GCA_000986665.1 Inf Inf
GCA_024043135.1 Inf 90
GCA_000250695.1 Inf 171390
GCA_001646985.1 9640 Inf
GCA_001720195.1 77471 Inf
GCA_000507425.3 Inf Inf
GCA_001008285.1 Inf Inf
GCA_022533605.1 Inf 87624
GCA_009806415.1 52374 Inf
GCA_030411855.1 84669 215785
GCA_014839855.1 32876 Inf
GCA_003012285.1 Inf Inf
GCA_020536175.1 68197 Inf
GCA_008704605.1 24715 Inf
GCA_020536225.1 Inf Inf
GCA_902651935.1 34256 722
GCA_902705455.1 29564 1052
GCA_947370325.1 56555 Inf
GCA_949124895.1 56555 Inf
GCA_949125895.1 56532 96104
GCA_029990825.1 56564 96574
GCA_949124045.1 56564 96574
GCA_947369785.1 56535 Inf
GCA_949124425.1 56535 Inf
GCA_030036195.1 56554 245120
GCA_949124855.1 56554 245120
GCA_029991355.1 63421 251005
GCA_949125375.1 63421 251005
GCA_030035975.1 62166 259199
GCA_949124335.1 62166 259199
GCA_029990315.1 56559 251033
GCA_949125495.1 56559 251033
GCA_029991855.1 56524 256077
GCA_949126065.1 56524 256077
GCA_947370805.1 56536 Inf
GCA_949124685.1 56536 Inf
GCA_947369885.1 56558 246304
GCA_949125765.1 56558 246304
GCA_029990665.1 56547 251292
GCA_949124125.1 56547 251292
GCA_947370875.1 87293 244998
GCA_949124345.1 87293 244998
GCA_030036275.1 56547 244980
GCA_949124965.1 56547 244980
GCA_029990725.1 56552 252243
GCA_949124905.1 56552 252243
GCA_947370245.1 56535 263054
GCA_949124355.1 56535 263054
GCA_947370585.1 56533 263432
GCA_949125905.1 56533 263432
GCA_029991605.1 88411 97174
GCA_949124825.1 88411 97174
GCA_949123945.1 56550 245427
GCA_949125785.1 56555 110317
GCA_949125245.1 56551 245134
GCA_029989085.1 56554 251945
GCA_949124115.1 56554 251945
GCA_030036495.1 62968 246142
GCA_949124735.1 62968 246142
GCA_947370535.1 56558 244904
GCA_949125565.1 56558 244904
GCA_029991755.1 56553 96143
GCA_949124935.1 56553 96143
GCA_947370885.1 56523 251257
GCA_949124845.1 56523 251257
GCA_029991075.1 60798 Inf
GCA_949124655.1 60798 Inf
GCA_947370495.1 56543 245670
GCA_949124575.1 56543 245670
GCA_029990685.1 56500 251357
GCA_949124095.1 56500 251357
GCA_949124495.1 56545 245362
GCA_947370505.1 63616 103941
GCA_949124885.1 63616 103941
GCA_947369855.1 56535 97061
GCA_949124715.1 56535 97061
GCA_029991815.1 56549 245759
GCA_949124295.1 56549 245759
GCA_029991655.1 63062 97100
GCA_949124465.1 63062 97100
GCA_029990945.1 56525 251238
GCA_949124265.1 56525 251238
GCA_029991875.1 56521 245166
GCA_949124055.1 56521 245166
GCA_029990765.1 56543 612914
GCA_949125775.1 56543 612914
GCA_947370665.1 56549 244996
GCA_949124275.1 56549 244996
GCA_949124205.1 56538 249207
GCA_029990905.1 60796 246454
GCA_949124675.1 60796 246454
GCA_947370185.1 56548 244926
GCA_949124395.1 56548 244926
GCA_949124925.1 62999 244965
GCA_947370175.1 56528 97277
GCA_949124835.1 56528 97277
GCA_030036255.1 56535 245793
GCA_949124705.1 56535 245793
GCA_947369975.1 86717 97614
GCA_949124155.1 86717 97614
GCA_029990745.1 56542 96662
GCA_949125505.1 56542 96662
GCA_947370025.1 56539 Inf
GCA_949124665.1 56539 Inf
GCA_029990705.1 56538 109301
GCA_949124535.1 56538 109301
GCA_947370255.1 63043 97216
GCA_949124515.1 63043 97216
GCA_947370435.1 56526 252003
GCA_949124755.1 56526 252003
GCA_949124485.1 56539 245487
GCA_029990475.1 56507 262795
GCA_949124865.1 56507 262795
GCA_029990845.1 56523 251437
GCA_949124875.1 56523 251437
GCA_029990435.1 56536 97860
GCA_949125275.1 56536 97860
GCA_947370345.1 56544 250905
GCA_949124595.1 56544 250905
GCA_030036055.1 56526 245286
GCA_949124255.1 56526 245286
GCA_029989845.1 56534 97597
GCA_949124955.1 56534 97597
GCA_947370715.1 62875 97717
GCA_949125475.1 62875 97717
GCA_029990395.1 56545 245341
GCA_949125725.1 56545 245341
GCA_947369865.1 56526 97566
GCA_949124725.1 56526 97566
GCA_949124415.1 56539 245395
GCA_947369955.1 56546 251035
GCA_949124555.1 56546 251035
GCA_030036415.1 62993 250880
GCA_949125335.1 62993 250880
GCA_947370445.1 56545 244999
GCA_949124615.1 56545 244999
GCA_949124625.1 56536 245239
GCA_947370275.1 56545 256763
GCA_949124565.1 56545 256763
GCA_947369935.1 56530 244972
GCA_949124105.1 56530 244972
GCA_030035995.1 56548 249793
GCA_949124135.1 56548 249793
GCA_029991395.1 56549 245290
GCA_949125665.1 56549 245290
GCA_029990125.1 56554 245822
GCA_949124235.1 56554 245822
GCA_030036395.1 56527 245015
GCA_949125415.1 56527 245015
GCA_029990335.1 56522 244939
GCA_949124405.1 56522 244939
GCA_030036015.1 56535 250845
GCA_949124075.1 56535 250845
GCA_029990865.1 56558 244987
GCA_949125125.1 56558 244987
GCA_947370305.1 56543 256499
GCA_949124315.1 56543 256499
GCA_029990925.1 56555 102027
GCA_949124785.1 56555 102027
GCA_029990535.1 56535 252060
GCA_949124765.1 56535 252060
GCA_029990965.1 56524 Inf
GCA_949124305.1 56524 Inf
GCA_030036435.1 56544 244964
GCA_949125345.1 56544 244964
GCA_947370145.1 56548 Inf
GCA_949124245.1 56548 Inf
GCA_029990785.1 56535 250058
GCA_949126015.1 56535 250058
GCA_029990885.1 56548 244959
GCA_949124915.1 56548 244959
GCA_029991625.1 56524 245409
GCA_949124365.1 56524 245409
GCA_947370645.1 56532 268030
GCA_949124175.1 56532 268030
GCA_029990515.1 56522 250294
GCA_949124325.1 56522 250294
GCA_947370785.1 56533 244920
GCA_949124385.1 56533 244920
GCA_030035855.1 56519 244817
GCA_949124165.1 56519 244817
GCA_029991515.1 56530 245019
GCA_949125755.1 56530 245019
GCA_029990805.1 56526 97037
GCA_949124285.1 56526 97037
GCA_949125295.1 56538 119274
GCA_029989255.1 56559 246250
GCA_949124525.1 56559 246250
GCA_030036035.1 56549 Inf
GCA_949124435.1 56549 Inf
GCA_030035835.1 3016 97185
GCA_949124375.1 3016 97185
GCA_029991145.1 56553 246021
GCA_949124745.1 56553 246021
GCA_947370465.1 63109 256874
GCA_949124775.1 63109 256874
GCA_029991315.1 56541 244569
GCA_949124805.1 56541 244569
GCA_002335645.1 56543 245311
GCA_949122065.1 56535 95642
GCA_949122135.1 56548 256480
GCA_947369795.1 56485 98118
GCA_949124605.1 56485 98118
GCA_029991225.1 56485 98119
GCA_949124475.1 56485 98119
GCA_030036075.1 56579 246162
GCA_949124195.1 56579 246162
GCA_949123255.1 63336 251331
GCA_947370695.1 56541 98677
GCA_949124545.1 56541 98677
GCA_949125285.1 56528 96842
GCA_947370215.1 56596 245758
GCA_949124815.1 56596 245758
GCA_029989385.1 56535 251171
GCA_949125365.1 56535 251171
GCA_947370825.1 56539 244508
GCA_949124215.1 56539 244508
GCA_030035955.1 56507 245756
GCA_949126085.1 56507 245756
GCA_949124225.1 56514 256994
GCA_947369765.1 56495 251070
GCA_949124695.1 56495 251070
GCA_949125035.1 56531 244706
GCA_949124795.1 56537 245114
GCA_947370365.1 46028 256105
GCA_949124645.1 46028 256105
GCA_030036375.1 56518 249153
GCA_949125675.1 56518 249153
GCA_029990645.1 56537 251141
GCA_949124145.1 56537 251141
GCA_932563355.1 56550 96881
GCA_947370195.1 87931 96763
GCA_949124635.1 87931 96763
GCA_949123975.1 62942 Inf
GCA_030036355.2 56529 96107
GCA_949123285.1 56529 96107
GCA_949121775.1 56548 Inf
GCA_949123965.1 56545 245008
GCA_947370705.1 56520 97228
GCA_949124185.1 56520 97228
GCA_949123955.1 62994 250940
GCA_030035875.1 67884 113110
GCA_949124585.1 67884 113110
GCA_949123475.1 56526 244901
GCA_030035915.1 56525 250466
GCA_949125025.1 56525 250466
GCA_030035935.1 56524 244453
GCA_949124945.1 56524 244453
GCA_949122415.1 62998 244630
GCA_012275245.1 56533 245619
GCA_949121605.1 56604 246182
GCA_003046745.1 56520 244914
GCA_030035895.1 56499 174342
GCA_949125735.1 56499 174342
GCA_949122425.1 56528 245002
GCA_003046695.1 56521 244944
GCA_029991455.1 56522 109616
GCA_949124505.1 56522 109616
GCA_949123545.1 56512 245562
GCA_949121655.1 56503 Inf
GCA_949122005.1 87866 Inf
GCA_949123155.1 56544 Inf
GCA_949121745.1 87807 256851
GCA_030036175.2 Inf Inf
GCA_949123715.1 Inf Inf
GCA_014132375.1 56724 95953
GCA_949123195.1 56524 Inf
GCA_001983315.1 56485 Inf
GCA_949121915.1 62974 Inf
GCA_009014655.1 62922 Inf
GCA_949123295.1 87286 Inf
GCA_026585715.1 Inf Inf
GCA_026585705.1 Inf Inf
GCA_014905575.1 56539 Inf
GCA_030267605.1 Inf Inf
GCA_002804325.1 56528 Inf
GCA_949121635.1 87297 Inf
GCA_030267525.1 56544 Inf
GCA_003046715.1 56550 Inf
GCA_026954905.1 Inf Inf
GCA_030267465.1 56509 Inf
GCA_030267645.1 Inf Inf
GCA_026954535.1 Inf Inf
GCA_014132395.1 56537 94469
GCA_030267545.1 Inf Inf
GCA_000218975.1 56552 245354
GCA_000182175.1 Inf Inf
GCA_000149365.1 56849 245096
GCA_000326005.1 56595 Inf
GCA_014049485.1 Inf 80218
GCA_000784655.1 Inf 75168
GCA_000784635.1 499220 85173
GCA_000774085.1 Inf 74701
GCA_000775455.1 Inf 75165
GCA_000784515.1 Inf 74726
GCA_000784505.1 1700439 493212
GCA_000775525.1 Inf 74726
GCA_000773805.1 Inf 74823
GCA_000773845.1 Inf 75581
GCA_000773755.1 Inf 74724
GCA_000775445.1 Inf 75123
GCA_000784525.1 Inf 75109
GCA_000784695.1 Inf 75163
GCA_000773825.1 Inf 81116
GCA_000784495.1 1710371 74709
GCA_000784575.1 74537 74844
GCA_000773745.1 Inf 75073
GCA_000784615.1 141682 191430
GCA_000773735.1 Inf 74727
GCA_000773725.1 Inf 74705
GCA_000775505.1 Inf 75247
GCA_000775465.1 Inf 75443
GCA_000784595.1 Inf 74717
GCA_000691765.2 135810 74716
GCA_002831795.1 312563 Inf
GCA_012898025.1 312555 Inf
GCA_000401695.2 Inf Inf
GCA_000149795.1 Inf Inf
GCA_000149665.2 Inf Inf
GCA_000186055.2 Inf Inf
GCA_000186025.2 Inf Inf
GCA_000521075.1 333184 272787
GCA_000150435.3 346183 Inf
GCA_000521115.1 342818 Inf
GCA_000150455.3 319474 Inf
GCA_000521015.1 Inf Inf
GCA_000521055.1 Inf Inf
GCA_000401715.2 Inf Inf
GCA_000521035.1 Inf Inf
GCA_000521095.1 319815 Inf
GCA_000521155.1 Inf Inf
GCA_004011995.1 Inf 1096
GCA_004114815.1 Inf 1008
GCA_000751015.1 Inf 740
GCA_013841205.1 Inf Inf
GCA_002220045.1 Inf 33845
GCA_002222245.1 Inf 33831
GCA_002222015.1 Inf 33823
GCA_002222135.1 Inf 33831
GCA_002222025.1 Inf 33831
GCA_002222145.1 Inf 33831
GCA_002222165.1 Inf 33831
GCA_002215755.1 Inf 33847
GCA_002222155.1 Inf Inf
GCA_002215745.1 Inf 33848
GCA_002222095.1 Inf 33831
GCA_002222115.1 Inf 33831
GCA_002217545.1 40589 Inf
GCA_002215825.1 199148 33831
GCA_002215775.1 642999 33834
GCA_002222335.1 316966 33827
GCA_002215705.1 199104 24107
GCA_002215885.1 605880 33819
GCA_002222375.1 199281 33831
GCA_002224005.1 199012 33819
GCA_002215835.1 572199 33845
GCA_002222465.1 205308 33827
GCA_002222325.1 199092 33831
GCA_002222475.1 58466 33844
GCA_002234625.1 58462 33847
GCA_002222315.1 181267 33831
GCA_002222405.1 Inf 34056
GCA_002220445.1 Inf Inf
GCA_002222395.1 Inf 219594
GCA_002222385.1 Inf 33816
GCA_002222255.1 Inf Inf
GCA_002222225.1 Inf Inf
GCA_002222455.1 Inf Inf
GCA_002222215.1 Inf 33938
GCA_002222295.1 Inf Inf
GCA_002215765.1 Inf Inf
GCA_002221985.1 Inf Inf
GCA_002215855.1 293966 Inf
GCA_002220035.1 Inf Inf
GCA_004153795.2 46191 1427
GCA_029618195.1 36332 170955
GCA_029618285.1 36332 169265
GCA_029618165.1 36313 13433
GCA_029618205.1 36331 171302
GCA_029618175.1 36313 13433
GCA_029618185.1 36312 13433
GCA_029618255.1 36227 13408
GCA_029618275.1 36227 13408
GCA_029618335.1 36312 171235
GCA_029618305.1 36332 171126
GCA_029618225.1 36332 170966
GCA_020500845.1 36333 13433
GCA_020500905.1 35660 13432
GCA_020500215.1 36227 13408
GCA_020500875.1 36332 13433
GCA_020500935.1 36332 Inf
GCA_020500385.1 36333 13436
GCA_020500815.1 36311 13433
GCA_020500465.1 36333 13433
GCA_020500785.1 36332 13433
GCA_020499675.1 36333 13433
GCA_020500285.1 36332 13433
GCA_020500205.1 36333 Inf
GCA_020500775.1 36332 Inf
GCA_020500705.1 36337 13439
GCA_020499755.1 36313 13430
GCA_020500455.1 36333 13433
GCA_020499695.1 36332 Inf
GCA_020500295.1 36333 13433
GCA_020500475.1 36333 Inf
GCA_020500355.1 36313 13430
GCA_020500365.1 36333 13433
GCA_020500185.1 36332 13433
GCA_020500655.1 36333 13436
GCA_020500645.1 36333 13436
GCA_020500305.1 36332 Inf
GCA_020500595.1 36335 13433
GCA_020500685.1 36333 13433
GCA_020500695.1 36336 13439
GCA_020500865.1 36333 Inf
GCA_020499715.1 36332 Inf
GCA_020500485.1 36332 Inf
GCA_020501935.1 36332 168824
GCA_020499865.1 36332 Inf
GCA_020499805.1 36332 Inf
GCA_020500445.1 36334 Inf
GCA_020499825.1 36335 13424
GCA_020501425.1 36333 Inf
GCA_020500765.1 36332 Inf
GCA_020502095.1 36295 13433
GCA_020500805.1 36332 Inf
GCA_020499815.1 36332 Inf
GCA_020502105.1 36344 13436
GCA_020499685.1 36332 13435
GCA_020500555.1 36334 13436
GCA_020500085.1 36333 13433
GCA_020499915.1 36333 13430
GCA_020499785.1 36337 13424
GCA_020500395.1 36336 13424
GCA_020503735.1 36332 Inf
GCA_020498945.1 36332 Inf
GCA_020501405.1 36332 Inf
GCA_020502045.1 36278 13436
GCA_020500275.1 36332 13435
GCA_020499905.1 36333 13430
GCA_020501635.1 36226 13432
GCA_020501185.1 36332 Inf
GCA_020501495.1 36334 13433
GCA_020501985.1 36332 Inf
GCA_020501005.1 36312 13433
GCA_020503905.1 36333 13436
GCA_020498985.1 36332 Inf
GCA_020501105.1 36275 Inf
GCA_020499015.1 36333 Inf
GCA_020501535.1 36332 Inf
GCA_020503885.1 36332 Inf
GCA_020498875.1 36332 Inf
GCA_020502005.1 36332 Inf
GCA_020499975.1 36332 Inf
GCA_020501645.1 Inf Inf
GCA_020501265.1 36333 13430
GCA_020498905.1 36332 Inf
GCA_020499985.1 Inf Inf
GCA_020500115.1 36334 13430
GCA_020503795.1 36333 13430
GCA_020500565.1 36333 13436
GCA_020503825.1 36332 Inf
GCA_020503895.1 36333 Inf
GCA_020501075.1 36338 Inf
GCA_020499995.1 36332 168783
GCA_020499775.1 36313 Inf
GCA_020501605.1 36333 Inf
GCA_020499935.1 36336 13436
GCA_020498815.1 36333 13436
GCA_020498725.1 36336 Inf
GCA_020501445.1 36332 Inf
GCA_020503175.1 36333 Inf
GCA_020502025.1 36332 Inf
GCA_020503915.1 36333 Inf
GCA_020501905.1 36333 13433
GCA_020498805.1 36332 Inf
GCA_020500965.1 36281 Inf
GCA_020498865.1 Inf Inf
GCA_020501615.1 Inf Inf
GCA_020502695.1 36333 Inf
GCA_020500105.1 36331 Inf
GCA_020499605.1 36332 Inf
GCA_020501475.1 36332 Inf
GCA_020501765.1 36332 13433
GCA_020500195.1 36333 Inf
GCA_020501325.1 36332 Inf
GCA_020499255.1 36332 Inf
GCA_020499575.1 36336 13430
GCA_020501245.1 36333 Inf
GCA_020501895.1 36332 Inf
GCA_020503935.1 36332 Inf
GCA_020501345.1 36333 13401
GCA_020499115.1 36333 13436
GCA_020503445.1 36333 13436
GCA_020501815.1 36227 13408
GCA_020501145.1 36332 Inf
GCA_020503375.1 36333 13433
GCA_020502165.1 36223 13432
GCA_020502425.1 35664 13386
GCA_020499155.1 Inf 13409
GCA_020502235.1 Inf Inf
GCA_020501095.1 36332 Inf
GCA_020502325.1 36332 Inf
GCA_020499485.1 36333 Inf
GCA_020503065.1 36331 Inf
GCA_020501255.1 36332 Inf
GCA_020501045.1 Inf 13421
GCA_020502545.1 36333 Inf
GCA_020499265.1 36333 Inf
GCA_020499005.1 36333 Inf
GCA_020502225.1 36333 Inf
GCA_020501375.1 36332 13435
GCA_020501715.1 36333 Inf
GCA_020503705.1 36298 13430
GCA_020501575.1 Inf Inf
GCA_020503745.1 36333 13430
GCA_020503095.1 36332 13401
GCA_020500235.1 36333 Inf
GCA_020500165.1 36332 Inf
GCA_020499585.1 36336 Inf
GCA_020499645.1 36334 Inf
GCA_020501555.1 Inf Inf
GCA_020502375.1 Inf 13401
GCA_020499135.1 36331 Inf
GCA_020503455.1 36331 Inf
GCA_020503725.1 36332 Inf
GCA_020499325.1 36333 Inf
GCA_020499335.1 36333 13433
GCA_020499075.1 36331 Inf
GCA_020500535.1 36332 Inf
GCA_020499885.1 36334 Inf
GCA_020501885.1 36332 Inf
GCA_020501335.1 36332 Inf
GCA_020503815.1 36334 Inf
GCA_020501875.1 36333 13436
GCA_020499415.1 36333 13433
GCA_020501995.1 36333 13436
GCA_020498965.1 36333 13436
GCA_020503185.1 36312 13436
GCA_020502125.1 36332 13401
GCA_020501695.1 36333 13433
GCA_020499565.1 36332 Inf
GCA_020501785.1 36334 Inf
GCA_020501805.1 36332 Inf
GCA_020501735.1 Inf Inf
GCA_020502595.1 36332 13401
GCA_020500995.1 36332 Inf
GCA_020502605.1 36332 13430
GCA_020510485.1 36338 13436
GCA_020499595.1 36334 Inf
GCA_020499185.1 36332 Inf
GCA_020503105.1 36312 13436
GCA_020500945.1 36332 Inf
GCA_020502245.1 36332 Inf
GCA_020502215.1 36266 13322
