GC Protein human_name arabidopsis_name organism
GCA_025563575.1 KAI9121649.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Acacia pycnantha"
GCA_027946495.1 KAJ4367906.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Didymella sp. IMI 355093"
GCA_027946495.1 KAJ4383073.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Didymella sp. IMI 355093"
GCA_029955175.1 KAJ8919097.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Exocentrus adspersus"
GCA_026023805.1 KAI9707133.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Candelina mexicana"
GCA_025209345.1 KAI8110889.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Picochlorum sp. BPE23"
GCA_025209345.1 KAI8108361.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Picochlorum sp. BPE23"
GCA_025209345.1 KAI8114536.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Picochlorum sp. BPE23"
GCA_023758125.1 KAI4713050.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Alternaria sp. Ai002NY15"
GCA_023758125.1 KAI4713787.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria sp. Ai002NY15"
GCA_024663435.1 KAI6121942.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pisolithus sp. B1"
GCA_024663435.1 KAI6136807.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Pisolithus sp. B1"
GCA_002946425.1 PQE08631.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Rutstroemia sp. NJR-2017a BBW"
GCA_002946425.1 PQE03354.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Rutstroemia sp. NJR-2017a BBW"
GCA_002946425.1 PQE14373.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Rutstroemia sp. NJR-2017a BBW"
GCA_002946425.1 PQE14348.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Rutstroemia sp. NJR-2017a BBW"
GCA_916048055.1 CAG9461697.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pedinophyceae sp. YPF-701"
GCA_916048055.1 CAG9465209.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 7 [Arabidopsis thaliana]" "Pedinophyceae sp. YPF-701"
GCA_916048055.1 CAG9467565.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Pedinophyceae sp. YPF-701"
GCA_022179045.1 GJC77607.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum liriopes"
GCA_022179045.1 GJC80004.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum liriopes"
GCA_022179045.1 GJC80003.1 "DNA mismatch repair protein Msh2" "MUTS homolog 6 [Arabidopsis thaliana]" "Colletotrichum liriopes"
GCA_014905825.1 KAF8067657.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Lyophyllum atratum"
GCA_014905825.1 KAF8078408.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Lyophyllum atratum"
GCA_948144175.1 CAI5996738.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Closterium sp. NIES-65"
GCA_948144175.1 CAI5964515.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. NIES-65"
GCA_948144175.1 CAI5964891.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Closterium sp. NIES-65"
GCA_948144175.1 CAI5985163.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. NIES-65"
GCA_948144175.1 CAI5985170.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. NIES-65"
GCA_948144175.1 CAI5934701.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Closterium sp. NIES-65"
GCA_948144175.1 CAI5985168.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. NIES-65"
GCA_016834595.1 KAG2428869.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Chlamydomonas schloesseri"
GCA_030247875.1 KAJ9603567.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cladophialophora chaetospira"
GCA_030247875.1 KAJ9609929.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Cladophialophora chaetospira"
GCA_020102295.1 KAH0599210.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Metarhizium humberi"
GCA_020102295.1 KAH0601045.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Metarhizium humberi"
GCA_021399455.1 KAH8826795.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Flagelloscypha sp. PMI_526"
GCA_021399455.1 KAH8835362.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Flagelloscypha sp. PMI_526"
GCA_001606155.1 KYQ93085.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Tieghemostelium lacteum"
GCA_022593225.1 KAI0813495.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Xylaria sp. FL0064"
GCA_022593225.1 KAI0817457.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Xylaria sp. FL0064"
GCA_014898535.1 KAF7918823.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Botrytis deweyae"
GCA_014898535.1 KAF7923896.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Botrytis deweyae"
GCA_914767885.1 CAG9312665.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Blepharisma stoltei"
GCA_020726575.1 KAH6686757.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Plectosphaerella plurivora"
GCA_016946835.1 KAG4098740.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Neocallimastix sp. JGI-2020a"
GCA_016946835.1 KAG4100747.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Neocallimastix sp. JGI-2020a"
GCA_023758145.1 KAI4703172.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Alternaria sp. BMP 2799"
GCA_023758145.1 KAI4705508.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria sp. BMP 2799"
GCA_023758145.1 KAI4701719.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria sp. BMP 2799"
GCA_900242695.1 SPC65894.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ustilago sp. UG-2017b"
GCA_021235465.1 KAH8551569.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Umbelopsis sp. PMI_123"
GCA_021235465.1 KAH8551257.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Umbelopsis sp. PMI_123"
GCA_024733475.1 KAI6679460.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Syzygium grande"
GCA_024733475.1 KAI6683363.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Syzygium grande"
GCA_024733475.1 KAI6703774.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium grande"
GCA_024733475.1 KAI6672524.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium grande"
GCA_024733475.1 KAI6698500.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Syzygium grande"
GCA_022627095.1 KAI1056257.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium sp. FIESC RH6"
GCA_904063045.1 CAD5124214.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dimorphilus gyrociliatus"
GCA_023758005.1 KAI4617488.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Alternaria sp. BMP 0032"
GCA_023758005.1 KAI4627868.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Alternaria sp. BMP 0032"
GCA_030247885.1 KAJ9621636.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dothideales sp. JES 119"
GCA_030247885.1 KAJ9625034.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Dothideales sp. JES 119"
GCA_030247845.1 KAJ9649114.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cladosporium sp. JES 115"
GCA_030247845.1 KAJ9648408.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Cladosporium sp. JES 115"
GCA_947470075.1 CAI5466357.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. Yama58-4"
GCA_947470075.1 CAI5462479.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Closterium sp. Yama58-4"
GCA_947470075.1 CAI5472492.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Closterium sp. Yama58-4"
GCA_947470075.1 CAI5464970.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. Yama58-4"
GCA_947470075.1 CAI5476176.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Closterium sp. Yama58-4"
GCA_947470075.1 CAI5479814.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Closterium sp. Yama58-4"
GCA_947470075.1 CAI5464969.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. Yama58-4"
GCA_011392555.1 KAF3387237.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Penicillium rolfsii"
GCA_900323505.1 SPO24558.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ustilago trichophora"
GCA_900323505.1 SPO23642.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ustilago trichophora"
GCA_022963115.1 KAJ1026583.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ustilago tritici"
GCA_000835395.1 KIV82249.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Exophiala sideris"
GCA_009982855.1 KAF1357588.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Lizonia empirigonia"
GCA_009982855.1 KAF1360517.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Lizonia empirigonia"
GCA_030039245.1 KAJ9117461.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Naganishia vaughanmartiniae"
GCA_030039245.1 KAJ9115897.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Naganishia vaughanmartiniae"
GCA_030039245.1 KAJ9115456.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Naganishia vaughanmartiniae"
GCA_904845305.1 CAD6184865.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Caenorhabditis auriculariae"
GCA_904845305.1 CAD6184864.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Caenorhabditis auriculariae"
GCA_022750525.1 KAI1294850.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Halotydeus destructor"
GCA_022963125.1 KAJ1018408.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ustilago nuda"
GCA_022578575.1 KAI1139250.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon sp. FL0543"
GCA_022578575.1 KAI1143437.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon sp. FL0543"
GCA_022578575.1 KAI1143244.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Hypoxylon sp. FL0543"
GCA_022963135.1 KAJ1026916.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ustilago loliicola"
GCA_011066345.1 KAF3059022.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trichoderma lentiforme"
GCA_011066345.1 KAF3074664.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Trichoderma lentiforme"
GCA_025330735.1 KAI8353159.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mortierella sp. GBAus27b"
GCA_017506865.1 KAG5182147.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Tribonema minus"
GCA_017506865.1 KAG5180049.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Tribonema minus"
GCA_026023835.1 KAI9680742.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Caeruleum heppii"
GCA_026023835.1 KAI9679919.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Caeruleum heppii"
GCA_025266875.1 KAI8143014.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fennellomyces sp. T-0311"
GCA_025266875.1 KAI8149116.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Fennellomyces sp. T-0311"
GCA_030039255.1 KAJ9107717.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Naganishia friedmannii"
GCA_030039255.1 KAJ9094952.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Naganishia friedmannii"
GCA_023701735.1 KAI4594040.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pestalotiopsis sp. 9143b"
GCA_023701735.1 KAI4596100.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pestalotiopsis sp. 9143b"
GCA_029281405.1 KAJ7201637.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mycena pura"
GCA_029281405.1 KAJ7225773.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Mycena pura"
GCA_016858145.1 KAG2483939.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Edaphochlamys debaryana"
GCA_016858145.1 KAG2482754.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Edaphochlamys debaryana"
GCA_016858145.1 KAG2485352.1 "DNA mismatch repair protein Msh2" "MUTS homolog 6 [Arabidopsis thaliana]" "Edaphochlamys debaryana"
GCA_016858145.1 KAG2493724.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Edaphochlamys debaryana"
GCA_016858145.1 KAG2487600.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Edaphochlamys debaryana"
GCA_022497025.1 KAI0828804.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon sp. FL0890"
GCA_022497025.1 KAI0842088.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon sp. FL0890"
GCA_001644525.1 OAK99422.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Stagonospora sp. SRC1lsM3a"
GCA_001644525.1 OAL07708.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Stagonospora sp. SRC1lsM3a"
GCA_003676015.1 RLV85425.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Meyerozyma sp. JA9"
GCA_003676015.1 RLV85211.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Meyerozyma sp. JA9"
GCA_021432605.1 KAH8903247.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Coniochaeta sp. PMI_546"
GCA_900242705.1 SOV08769.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ustilago sp. UG-2017a"
GCA_002003505.1 GAW22526.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Xylariales sp. No.14919"
GCA_002003505.1 GAW22953.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Xylariales sp. No.14919"
GCA_902006505.2 CAG9991390.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Clonostachys byssicola"
GCA_902006505.2 CAG9971668.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Clonostachys byssicola"
GCA_027945245.1 KAJ4024005.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium irregulare"
GCA_022627125.1 KAI1030521.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium chuoi"
GCA_022627125.1 KAI1038490.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium chuoi"
GCA_958299035.1 CAJ0594394.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cylicocyclus nassatus"
GCA_022432515.1 KAI0114229.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon sp. NC0597"
GCA_022432515.1 KAI0140969.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon sp. NC0597"
GCA_022984935.1 KAI2627687.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hypoxylon sp. NC1633"
GCA_026023565.1 KAI9728251.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cirrosporium novae-zelandiae"
GCA_025677805.1 KAI9288546.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Umbelopsis sp. AD052"
GCA_025677805.1 KAI9287921.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Umbelopsis sp. AD052"
GCA_948144035.1 CAI5956651.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Closterium sp. NIES-64"
GCA_948144035.1 CAI5976870.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Closterium sp. NIES-64"
GCA_948144035.1 CAI5967885.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Closterium sp. NIES-64"
GCA_948144035.1 CAI5983222.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Closterium sp. NIES-64"
GCA_029963845.1 KAJ8942686.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Rhamnusium bicolor"
GCA_900044065.1 CVK86729.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium mangiferae"
GCA_900044065.1 CVK88964.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium mangiferae"
GCA_013423385.1 GHJ90150.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Naganishia liquefaciens"
GCA_013423385.1 GHJ83633.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Naganishia liquefaciens"
GCA_951230385.1 CAI9622590.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Staurois parvus"
GCA_020736565.1 KAH6891863.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Coprinopsis sp. MPI-PUGE-AT-0042"
GCA_020736565.1 KAH6900993.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Coprinopsis sp. MPI-PUGE-AT-0042"
GCA_020736565.1 KAH6917186.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Coprinopsis sp. MPI-PUGE-AT-0042"
GCA_030052745.1 KAJ9148483.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pleurostoma richardsiae"
GCA_030052745.1 KAJ9142050.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Pleurostoma richardsiae"
GCA_027945595.1 KAJ4254982.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium torreyae"
GCA_021307315.1 KAH8590908.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bisporella sp. PMI_857"
GCA_021307315.1 KAH8591309.1 "DNA mismatch repair protein Msh2" "MUTS-like protein 4 [Arabidopsis thaliana]" "Bisporella sp. PMI_857"
GCA_003369635.1 RDW73900.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Coleophoma crateriformis"
GCA_003369635.1 RDW78138.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Coleophoma crateriformis"
GCA_018902385.1 KAG7009153.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Physcia stellaris"
GCA_018902385.1 KAG6995471.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Physcia stellaris"
GCA_030411845.1 KAK0302965.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Friedmanniomyces endolithicus"
GCA_026023515.1 KAI9731458.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Claussenomyces sp. TS43310"
GCA_026026355.1 KAI9809625.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sarcosagium campestre"
GCA_958295435.1 CAJ0578112.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mesorhabditis spiculigera"
