a,c,d,e,f,g,k,l,m,n,q,r,s,t,v,w,y,h,i,p,GC,u,x,j,z,b
159629,35743,172469,194018,128943,145791,215070,278167,59921,178675,114358,128567,258006,167547,162785,30223,96811,61950,191141,125546,GCA_026954535.1,,13,,,
134270,30387,145590,163405,108959,123039,181865,235077,50834,150917,96514,108744,217659,141289,136878,25485,81536,52326,160925,105943,GCA_014132395.1,,4,,,
149876,33651,161608,181255,120470,136936,200532,259813,56229,167500,107488,119885,243760,158088,152213,28182,90303,57690,177940,117671,GCA_030267545.1,,,,,
146869,35257,154617,173467,121327,133951,194871,256955,55715,161418,104226,119026,240118,154913,150435,28086,89215,57108,175324,115106,GCA_000218975.1,,49,,,
125242,30079,135465,151121,106162,115356,169054,225852,48558,142481,90106,102625,209448,134212,130210,24660,77456,49458,153553,100094,GCA_000182175.1,,5,,,
140532,32114,150264,168477,113235,128360,188848,243366,52726,156143,100883,113511,227583,147559,142315,26429,84694,54618,166595,110542,GCA_000149365.1,,66,,,
69976,16278,70315,77520,53801,65834,86911,113524,25575,70279,47656,54592,104412,71257,70382,13381,41373,26547,77873,52927,GCA_000326005.1,,2900,36,23,102
176769,36876,208438,228076,150437,177246,257356,319209,62948,232891,156055,131211,310797,213121,190612,33864,123485,72961,248258,155867,GCA_014049485.1,,,,,
151071,32581,178014,194721,133534,152541,222401,278335,53915,202647,135871,113698,270356,184056,162868,29143,107016,63378,214823,134032,GCA_000784655.1,,,,,
152193,32670,178592,195666,134163,153383,223626,279607,54315,203392,136784,114405,270893,184884,163677,29326,107565,63576,215995,134791,GCA_000784635.1,,,,,
150203,32258,176178,192690,131682,151193,219856,275114,53283,199625,134008,112558,267246,182289,161680,28875,105894,62574,212435,132877,GCA_000774085.1,,,,,
149662,32150,175484,192155,131751,150677,219503,274871,53316,199441,133756,112214,266601,181954,161251,28801,105664,62538,212126,132377,GCA_000775455.1,,,,,
149171,32053,174651,191153,131263,150245,218568,273643,53036,198198,133237,111778,264977,180699,160317,28663,105032,62268,210964,132006,GCA_000784515.1,,,,,
148757,31871,174602,190593,130588,149732,217833,272540,52847,198278,132515,111332,264874,180604,159928,28585,104839,61993,210368,131503,GCA_000784505.1,,,,,
148688,31949,174419,190459,130671,149621,217845,272895,52931,198011,132828,111621,264905,180391,160130,28599,104948,62110,210638,131678,GCA_000775525.1,,,,,
148423,31822,174179,190332,130386,149305,217492,272009,52806,197615,132352,111164,263897,180143,159698,28485,104578,61915,209932,131188,GCA_000773805.1,,,,,
149303,32106,175115,191621,131472,150286,218907,274192,53198,198635,133291,112073,265643,180928,160852,28767,105418,62290,211157,131936,GCA_000773845.1,,,,,
149024,32045,174837,191278,131044,149974,218595,273430,53082,198469,133167,111819,265247,180741,160254,28664,105263,62266,211139,131885,GCA_000773755.1,,,,,
149114,32053,175056,191364,131369,150193,218648,273889,53071,198632,133360,111855,265038,181118,160551,28714,105370,62329,211247,132085,GCA_000775445.1,,,,,
149187,31929,174461,191059,130633,149818,218034,272885,52966,197594,132773,111704,264106,180243,160290,28642,105070,62133,210275,131586,GCA_000784525.1,,,,,
150342,32266,176414,192755,131968,151503,220335,275420,53444,200682,134561,112510,267773,182745,161791,28903,106098,62733,212940,133145,GCA_000784695.1,,,,,
149480,32114,174900,191394,131662,150334,218951,274206,53132,198637,133626,112151,265402,181176,160737,28747,105469,62551,211483,132272,GCA_000773825.1,,,,,
148757,31800,174378,190629,130573,149689,217849,272671,52900,197921,132738,111428,264224,180012,159847,28554,104783,62053,210207,131538,GCA_000784495.1,,,,,
148855,31917,174440,190784,130522,149727,217564,272292,52833,196937,132330,111492,264410,180330,160117,28573,104710,62007,209772,131534,GCA_000784575.1,,,,,
148978,32002,174563,190991,130964,149967,218036,272891,52945,197439,132869,111670,264602,180550,160420,28683,104975,62119,210335,131921,GCA_000773745.1,,,,,
149926,32130,175882,192150,131774,150902,219658,274805,53288,199753,133697,112407,266432,181747,161325,28778,105790,62490,212135,132688,GCA_000784615.1,,,,,
149833,32156,176294,192577,131621,151187,219961,275140,53353,200162,134112,112344,266989,182049,161186,28825,105835,62529,212641,132577,GCA_000773735.1,,,,,
148865,32043,174451,190736,131094,149770,218153,273403,52968,197891,132887,111714,265160,180737,160196,28584,105062,62251,210681,131711,GCA_000773725.1,,,,,
149353,31919,174827,191232,131064,150212,218369,273486,53032,198272,133167,111865,265472,180791,160404,28640,105237,62364,210934,132072,GCA_000775505.1,,,,,
149048,31974,174774,190933,130877,149666,218148,273308,53008,198012,132950,111825,264675,180266,160316,28611,105107,62157,210719,131647,GCA_000775465.1,,,,,
148907,31856,174330,190721,130301,149913,217701,272362,52767,197240,132621,111429,264394,180209,160160,28632,104755,61844,210124,131526,GCA_000784595.1,,,,,
147863,31627,173138,189295,129936,148491,216101,271188,52502,195855,131277,110628,262256,178568,159075,28363,104178,61516,208676,130195,GCA_000691765.2,,,,,
74276,63774,234023,257571,158026,105033,418429,277509,79893,513593,99805,96912,232679,148667,138401,18505,202687,86129,332382,72494,GCA_002831795.1,,,,,
75936,65731,239951,264100,162606,107569,431071,284739,81517,528058,103387,99146,238999,152848,141398,18945,208987,88628,341540,74632,GCA_012898025.1,,,,,
75662,69086,245677,269233,171283,108422,452844,295968,85936,560138,106446,102263,248502,158287,145485,19173,223575,93803,361739,75688,GCA_000401695.2,,,,,
59615,53421,199641,216958,128274,87947,351066,227748,69036,439658,84817,81919,196755,126482,117658,15126,171617,74390,277206,63209,GCA_000149795.1,,,,,
74386,67022,246910,270674,163847,108189,443432,285764,83262,545354,105161,100518,242877,155375,144156,19390,214722,91732,348171,75723,GCA_000149665.2,,,,,
73377,66474,245303,269186,159875,107829,440604,281936,82604,545364,103850,98852,240789,154578,144623,18599,213119,91819,345658,75777,GCA_000186055.2,,,,,
42406,38868,145335,158832,88506,65829,252219,156522,49027,317501,60164,57912,141228,90320,84157,11381,119875,53054,193125,45693,GCA_000186025.2,,,,,
78982,72179,254121,279617,179400,112416,473934,309197,89069,576630,110408,107246,257580,164836,150689,20280,232804,96996,377071,78508,GCA_000521075.1,,,,,
76415,70944,250433,275949,177924,110277,468374,306500,88434,572425,108874,105465,255230,162276,149647,19771,230978,96167,373729,77449,GCA_000150435.3,,,,,
75384,70348,248754,274024,176371,108834,465891,302860,87575,570990,108189,104692,251756,160059,147080,19698,229130,95523,370250,75982,GCA_000521115.1,,,,,
75052,69965,249139,274168,177550,108189,465261,304478,87961,571404,108033,104544,252687,160128,147736,19398,229734,95670,372641,76179,GCA_000150455.3,,4,,,
76400,70782,249504,273736,176507,109840,465198,303466,87625,568588,108451,104982,252410,160558,147332,19848,228955,95527,370296,76669,GCA_000521015.1,,,,,
83616,77406,257832,283996,181540,119910,480365,311848,88930,574997,113703,110413,260263,169856,152495,22765,234270,97427,376437,82817,GCA_000521055.1,,,,,
77356,70976,252091,275425,173656,111283,463277,300863,87302,569776,109164,104711,252743,162241,148354,19800,227500,95815,367349,77237,GCA_000401715.2,,,,,
77432,71960,248137,273028,176040,111133,463241,301989,87132,563631,108456,105328,251484,161734,147693,20384,227880,94764,367460,77692,GCA_000521035.1,,,,,
76789,70703,251543,275695,175530,110551,464664,302404,87701,572135,108907,104630,253032,162002,148672,19681,228811,96116,370026,77509,GCA_000521095.1,,,,,
70219,66183,236179,257390,162605,102270,432024,280907,82772,544554,101304,97167,236455,150587,137785,18070,213579,89885,345918,71400,GCA_000521155.1,,,,,
2511135,796564,2050918,2631051,1767836,2687594,2503408,4072391,1081229,1633672,1526170,2294666,3460251,1937613,2635608,700047,1106936,1055549,2174710,2056503,GCA_004011995.1,,,,,
1585899,329035,1014023,1131973,623266,1244708,904598,1609731,475336,611918,609119,1125420,1384318,859832,1193247,237476,437257,464427,736528,997221,GCA_004114815.1,,1,,,
1281753,373357,1051138,1312936,853565,1282153,1243554,1894861,500212,846850,685803,1096633,1799417,1032113,1348028,253862,558691,461245,1008828,972882,GCA_000751015.1,,4280,,,
314608,104473,294969,402954,194980,299669,378373,493308,124089,302673,240094,295894,439948,327563,315520,59275,175394,134060,355416,273725,GCA_013841205.1,,,,,
299043,37112,191907,236413,122748,254987,186548,319652,78174,123226,139122,214998,326637,207622,215718,49333,90837,84529,174320,240829,GCA_002220045.1,,,,,
298231,37398,191824,236175,122878,254799,186550,320035,78314,123451,139088,214992,327118,207839,215896,49368,90995,84646,174447,239724,GCA_002222245.1,,,,,
298597,37433,192235,236713,123267,255278,186790,320480,78535,123679,139261,215519,327457,208260,216196,49489,91243,84776,174654,239799,GCA_002222015.1,,,,,
298111,37370,191840,236090,122762,254645,186586,319745,78376,123375,139029,214767,326861,207807,215846,49348,90913,84463,174490,239442,GCA_002222135.1,,,,,
297621,37270,191725,236103,122602,254375,186450,319185,78251,123310,138918,214534,326464,207498,215526,49253,90811,84471,174065,239220,GCA_002222025.1,,,,,
298419,37379,192180,236655,123033,255232,186854,319971,78436,123600,139170,214996,327253,208061,216128,49394,91077,84623,174611,239661,GCA_002222145.1,,,,,
298563,37425,192060,236446,122965,254971,186669,320072,78385,123529,139171,215159,327051,208003,216060,49387,91048,84649,174561,239826,GCA_002222165.1,,,,,
295952,36787,190827,234847,121838,253026,185543,317031,77651,122530,138146,213144,324412,206095,214087,49036,90049,83748,173005,237906,GCA_002215755.1,,,,,
296809,36980,190944,234888,122246,253412,185405,318058,77806,122677,138101,213734,325063,206717,214702,49036,90561,83917,173473,238043,GCA_002222155.1,,,,,
295928,36814,190788,235094,121850,253013,185551,317107,77685,122493,138259,213311,324327,205870,214199,49032,90186,83781,173171,237730,GCA_002215745.1,,,,,
298812,37471,192339,236823,123254,255302,186951,320593,78566,123762,139280,215324,327653,208303,216421,49485,91262,84866,174934,239943,GCA_002222095.1,,,,,
297446,37212,191376,235881,122538,254078,186143,319068,78208,123149,138732,214407,326243,207335,215403,49279,90731,84288,174038,238906,GCA_002222115.1,,,,,
290928,36088,187230,231241,119692,248242,182864,311635,76510,120485,135759,209742,320741,202876,209900,47925,88582,82363,170113,234179,GCA_002217545.1,,,,,
301493,37814,193818,238409,124276,257371,188089,323338,79070,124577,140579,217443,330337,209936,218026,49887,92131,85768,175988,242903,GCA_002215825.1,,,,,
298698,37190,191996,236254,122938,254806,186434,320234,78237,123104,139166,215367,326751,207843,215800,49364,91075,84721,174122,240643,GCA_002215775.1,,,,,
300338,37520,192830,237172,123555,256236,187290,321621,78633,123918,139724,216149,328847,209068,216813,49665,91549,85030,175301,241529,GCA_002222335.1,,,,,
298726,37209,191782,236032,122785,254456,185947,319744,78066,123121,138897,215077,326474,207428,215716,49366,90899,84561,174148,240442,GCA_002215705.1,,1,,,
300590,37639,193008,237448,123738,256463,187256,322119,78759,124151,140084,216567,328990,209173,217242,49799,91657,85342,175395,241900,GCA_002215885.1,,,,,
300241,37549,192724,237049,123430,256276,186876,321733,78614,123901,139882,216269,328425,208849,217062,49625,91466,85085,175320,241611,GCA_002222375.1,,,,,
299026,37277,191951,236453,123027,255219,186663,320232,78304,123509,139164,215314,327507,207947,216087,49388,91104,84746,174402,240644,GCA_002224005.1,,,,,
298853,37212,191906,236080,122631,254570,186350,319354,78128,123192,139158,215178,326950,207546,215677,49340,90796,84840,173981,240654,GCA_002215835.1,,,,,
298804,37386,191735,235971,122879,254803,186231,320086,78258,123284,139141,215197,327425,207995,215669,49372,91074,84715,174285,240688,GCA_002222465.1,,,,,
300219,37528,192729,237245,123482,256051,187269,321801,78649,123998,139672,216279,328613,208953,216906,49661,91555,85134,175189,241516,GCA_002222325.1,,,,,
297650,36944,190815,235064,122017,253696,185715,318203,77830,122646,138498,214285,325855,206918,214644,49058,90391,84376,173208,239728,GCA_002222475.1,,,,,
298664,37223,191769,235918,122552,254428,186506,319390,78167,123066,139188,215232,326955,207597,215728,49271,90833,84850,173877,240662,GCA_002234625.1,,,,,
300367,37518,192648,237310,123300,255978,187481,321607,78634,123867,139761,216338,328686,208810,216776,49632,91440,85087,175115,241881,GCA_002222315.1,,,,,
300302,37575,192732,237233,123589,255927,187301,321942,78713,123964,139979,216406,328656,208911,216741,49709,91548,85186,175098,241574,GCA_002222405.1,,,,,
297685,37240,191302,235450,122632,254094,185612,319246,78190,122942,138741,214566,325809,207216,215248,49225,90766,84493,173707,239562,GCA_002220445.1,,,,,
297653,37069,191066,235080,122292,253833,185563,318751,77958,122785,138348,214229,326112,207034,214990,49053,90443,84313,173518,239850,GCA_002222395.1,,,,,
297792,37035,191277,235420,122171,253829,185768,318751,77873,122745,138666,214542,326009,207088,214984,49213,90672,84430,173541,240167,GCA_002222385.1,,,,,
297373,36979,190881,235011,122112,253649,185510,318680,77827,122463,138469,214101,325041,206723,214793,49037,90506,84218,173583,239204,GCA_002222255.1,,,,,
298296,37294,191613,235503,122694,254690,185971,319431,78197,123213,138875,214953,327289,207618,215664,49342,91019,84620,174119,240611,GCA_002222225.1,,1,,,
298507,37330,191692,235762,122791,254428,186224,319775,78284,123079,139202,215106,326336,207622,215532,49303,90928,84603,174209,240121,GCA_002222455.1,,,,,
301912,37611,193594,238573,124137,257538,188147,323113,79100,124230,140671,217257,330244,210004,218097,49863,91958,85387,175827,242939,GCA_002222215.1,,,,,
299533,37562,192261,236406,123198,255225,186614,321180,78553,123601,139621,215660,327486,208499,216349,49557,91298,85062,174706,240876,GCA_002222295.1,,,,,
300156,37555,192648,236931,123412,255832,187154,321864,78671,123791,139864,216192,328172,208879,216869,49624,91408,85134,175049,241442,GCA_002215765.1,,,,,
302090,37635,193798,238611,124204,257558,188245,323429,79151,124396,140611,217389,330445,210190,218175,49920,92107,85407,176086,242898,GCA_002221985.1,,,,,
293967,36366,188623,232771,120664,250009,183795,314544,77012,121268,136915,211507,322347,204152,211826,48357,89153,83088,171651,236291,GCA_002215855.1,,,,,
292992,36124,188095,232450,120183,249338,183626,313359,76822,120815,136662,210890,322026,203795,210919,48090,88930,82800,170808,236010,GCA_002220035.1,,,,,
868229,263056,699163,856045,579716,899018,791785,1350713,334813,618660,490237,693818,1210801,667406,891336,177201,369650,328776,733241,659952,GCA_004153795.2,,72,,,
405236,56510,261995,290257,173181,313659,216865,425783,98079,168045,189672,293468,389728,274122,290475,67159,130822,111716,229185,281990,GCA_029618195.1,,,,,
412633,58044,267307,295949,176394,319338,220684,434174,99973,171206,193878,299626,396910,279145,296031,68662,133424,114095,233892,287103,GCA_029618285.1,,,,,
410521,57642,265450,293909,175214,317642,219287,431189,99347,170216,192507,297224,394657,277753,294081,68256,132686,113210,232094,285765,GCA_029618165.1,,4,,,
406768,56825,263216,291471,173864,314759,217795,427467,98437,168696,190537,294630,391351,275158,291573,67417,131363,112142,230250,283079,GCA_029618205.1,,,,,
410324,57656,265418,293830,175188,317564,219222,431088,99292,170166,192422,297165,394624,277699,294052,68208,132713,113167,232018,285625,GCA_029618175.1,,,,,
416948,59056,271116,299788,178636,322406,223270,440486,101184,173395,196598,304308,401890,282384,299439,69556,134936,115819,236806,290777,GCA_029618185.1,,,,,
405669,56672,262714,291092,173376,313694,217459,426633,98126,168168,190431,294667,390405,274368,290675,67172,131065,112137,229505,282405,GCA_029618255.1,,,,,
407581,57006,264052,292594,174262,315232,218345,428987,98708,168989,191291,296133,392300,275795,292231,67555,131727,112733,230813,283691,GCA_029618275.1,,,,,
417859,59491,271491,299938,178766,323469,223403,440966,101403,173713,196919,304543,402657,283201,299971,69732,135145,116050,237209,291220,GCA_029618335.1,,4,,,
405625,56639,262420,290670,173362,314047,217085,426237,98218,168166,190053,293975,390394,274208,290795,67227,130988,111791,229507,282339,GCA_029618305.1,,,,,
