uniprot	embl	organism	tax_id	prot_len	gene	product	tudor_start	tudor_end	tudor_len	has_genomic_exons	n_total_exons	n_exons_in_tudor	break_from_tudor_start
A0A814U9M8	CAF0972743.1	Adineta ricciae	249248	713			253	375	123	False	1	0	
A0A814V0I6	CAF1181668.1	Didymodactylos carnosus	1234261	1266			34	1142	1109	True	9	6	31
A0A814V6P1	CAF1025949.1	Rotaria sordida	392033	225			74	193	120	True	5	3	27
A0A814V6U3	CAF1186222.1	Adineta steineri	433720	741			295	434	140	True	9	1	
A0A814V6V3	CAF1183926.1	Rotaria sordida	392033	427			222	354	133	True	8	5	26
A0A814V8D2	CAF1183909.1	Rotaria sordida	392033	535			355	471	117	True	8	3	33
A0A814VFZ8	CAF1190396.1	Adineta steineri	433720	536			283	398	116	True	6	2	113
A0A814VKH1	CAF1192117.1	Rotaria sordida	392033	525			276	386	111	True	8	1	
A0A814VNY6	CAF1193593.1	Rotaria sordida	392033	281			143	242	100	True	6	3	14
A0A814VW02	CAF1193535.1	Adineta ricciae	249248	921			373	488	116	True	13	2	32
A0A814VWD9	CAF1193515.1	Adineta ricciae	249248	985			425	539	115	True	12	2	16
A0A814VZT5	CAF1198145.1	Adineta steineri	433720	1626			1060	1234	175	True	24	2	107
A0A814WCD2	CAF1200345.1	Rotaria sordida	392033	1632			1057	1182	126	True	24	2	113
A0A814WPG1	CAF1208407.1	Adineta steineri	433720	441			234	368	135	True	7	1	
A0A814WR37	CAF1205089.1	Adineta steineri	433720	1225			82	203	122	True	24	3	32
A0A814WWB0	CAF1207669.1	Adineta ricciae	249248	479			100	216	117	True	6	3	64
A0A814WWR3	CAF0769447.1	Didymodactylos carnosus	1234261	153			1	110	110	True	3	3	39
A0A814XBH5	CAF1214035.1	Adineta steineri	433720	1775			414	1326	913	False	1	0	
A0A814XGE8	CAF1217505.1	Rotaria sordida	392033	724			210	523	314	True	14	6	49
A0A814XNU5	CAF1144617.1	Adineta ricciae	249248	695			198	508	311	False	1	0	
A0A814XR71	CAF1219308.1	Adineta steineri	433720	539			286	401	116	True	6	2	113
A0A814XUM7	CAF1220581.1	Rotaria sordida	392033	475			260	372	113	True	7	1	
A0A814YAX4	CAF1227931.1	Adineta ricciae	249248	437			137	252	116	True	6	3	18
A0A814YDG9	CAF1227374.1	Rotaria sordida	392033	754			297	421	125	True	9	1	
A0A814YH01	CAF1220597.1	Rotaria sordida	392033	483			265	379	115	True	9	2	18
A0A814YQT2	CAF1232083.1	Rotaria magnacalcarata	392030	501			119	240	122	True	7	2	21
A0A814YU59	CAF1233697.1	Rotaria magnacalcarata	392030	444			239	371	133	True	8	5	26
A0A814YV48	CAF1234078.1	Adineta steineri	433720	555			93	215	123	True	11	2	30
A0A814Z3D0	CAF1239589.1	Didymodactylos carnosus	1234261	990			430	545	116	True	12	2	98
A0A814ZES3	CAF1242094.1	Rotaria sordida	392033	854			687	742	56	True	11	1	
A0A814ZUL1	CAF1248537.1	Adineta steineri	433720	515			272	384	113	True	9	1	
A0A814ZV98	CAF1246557.1	Rotaria magnacalcarata	392030	700			202	512	311	False	1	0	
A0A815A6Q5	CAF1252783.1	Rotaria magnacalcarata	392030	605			16	550	535	True	14	13	9
A0A815A7Q5	CAF1252283.1	Adineta steineri	433720	935			336	861	526	True	15	10	42
A0A815ASU0	CAF1261358.1	Rotaria magnacalcarata	392030	1684			36	1528	1493	True	20	17	61
A0A815AZF0	CAF1260940.1	Rotaria sordida	392033	800			343	467	125	True	10	1	
A0A815B4D2	CAF1264144.1	Rotaria sordida	392033	454			20	292	273	True	2	1	
A0A815BU33	CAF1274217.1	Rotaria sordida	392033	725			211	524	314	True	14	6	49
A0A815BWS9	CAF1272837.1	Adineta steineri	433720	517			105	222	118	True	8	2	30
A0A815BXG4	CAF1276199.1	Adineta ricciae	249248	738			117	232	116	True	14	2	22
A0A815C5F2	CAF1279292.1	Adineta ricciae	249248	1140			243	940	698	True	16	13	33
A0A815CFI5	CAF1286526.1	Adineta steineri	433720	507			290	403	114	True	9	2	26
A0A815CHR1	CAF1283895.1	Adineta steineri	433720	919			284	715	432	True	12	7	6
A0A815CP41	CAF1286216.1	Adineta ricciae	249248	952			484	606	123	True	18	2	30
A0A815DDQ5	CAF1295641.1	Rotaria sordida	392033	754			297	421	125	True	9	1	
A0A815DFN2	CAF0853697.1	Adineta ricciae	249248	985			425	539	115	False	1	0	
A0A815DTJ8	CAF1305850.1	Adineta steineri	433720	1182			272	978	707	True	16	13	18
A0A815DUS0	CAF1303276.1	Adineta steineri	433720	969			759	841	83	True	6	1	
A0A815E5N8	CAF1161794.1	Adineta steineri	433720	411			230	305	76	True	8	3	7
A0A815EGA5	CAF1311048.1	Adineta steineri	433720	549			93	423	331	True	10	8	49
A0A815EIK9	CAF1310889.1	Adineta steineri	433720	411			230	305	76	True	8	3	7
A0A815EQL8	CAF1309577.1	Rotaria sordida	392033	585			265	486	222	True	11	4	28
A0A815F1X8	CAF1317742.1	Adineta ricciae	249248	1137			240	937	698	True	16	13	33
A0A815F7C3	CAF1325286.1	Adineta steineri	433720	440			188	269	82	True	6	2	69
A0A815F992	CAF1322127.1	Rotaria sordida	392033	476			261	373	113	True	7	1	
A0A815FN91	CAF1327908.1	Adineta steineri	433720	741			295	434	140	True	9	1	
A0A815FQF2	CAF1328986.1	Rotaria magnacalcarata	392030	837			144	247	104	True	14	2	13
A0A815FSL9	CAF1323604.1	Didymodactylos carnosus	1234261	200			84	130	47	True	2	1	
A0A815G2E7	CAF1117189.1	Rotaria sordida	392033	326			95	215	121	True	6	3	32
A0A815G2Q4	CAF1117387.1	Rotaria sordida	392033	506			290	403	114	True	9	2	26
A0A815G368	CAF1117467.1	Rotaria sordida	392033	325			94	214	121	True	6	3	32
A0A815GBH9	CAF1337171.1	Adineta steineri	433720	729			264	525	262	True	13	5	31
A0A815GP95	CAF1065357.1	Rotaria sordida	392033	948			355	875	521	True	15	11	33
A0A815H5B7	CAF1349680.1	Rotaria magnacalcarata	392030	964			401	516	116	True	13	1	
A0A815HDW3	CAF1352816.1	Rotaria sordida	392033	726			212	525	314	True	14	6	49
A0A815HXZ9	CAF0827946.1	Adineta ricciae	249248	479			100	216	117	True	6	2	29
A0A815I5U4	CAF1361105.1	Adineta ricciae	249248	478			99	215	117	True	6	2	29
A0A815I6S4	CAF1211558.1	Adineta ricciae	249248	913			438	757	320	True	13	5	14
A0A815IIB8	CAF1365358.1	Adineta ricciae	249248	914			439	758	320	True	13	5	14
A0A815J7V2	CAF1375708.1	Rotaria sordida	392033	476			261	373	113	True	7	1	
A0A815JDM5	CAF1375328.1	Adineta steineri	433720	729			211	525	315	True	13	5	36
A0A815JKB3	CAF1380802.1	Rotaria sordida	392033	1047			399	833	435	True	16	6	91
A0A815JML9	CAF1381752.1	Rotaria sordida	392033	1246			35	1120	1086	True	18	15	255
A0A815JPQ2	CAF0892126.1	Adineta steineri	433720	740			267	586	320	True	7	5	14
A0A815JTT8	CAF1383426.1	Rotaria sordida	392033	545			338	409	72	True	7	1	
A0A815JY14	CAF0998288.1	Rotaria sordida	392033	1631			1058	1181	124	True	24	3	5
A0A815KML5	CAF1398279.1	Rotaria sordida	392033	1187			273	981	709	True	16	13	19
A0A815KMN8	CAF1169160.1	Adineta steineri	433720	535			282	397	116	True	6	2	113
A0A815KQ24	CAF1396588.1	Adineta ricciae	249248	759			284	606	323	True	5	3	12
A0A815KRD9	CAF1393270.1	Rotaria magnacalcarata	392030	1063			895	1008	114	True	10	3	31
A0A815L3F5	CAF1398035.1	Adineta steineri	433720	1626			1060	1234	175	True	24	2	107
A0A815L745	CAF1405992.1	Rotaria sordida	392033	345			199	317	119	True	11	4	46
A0A815LGN6	CAF1405802.1	Didymodactylos carnosus	1234261	228			82	202	121	True	4	2	30
A0A815LN63	CAF1405455.1	Rotaria sordida	392033	343			197	315	119	True	11	4	46
A0A815LNX0	CAF1406739.1	Adineta steineri	433720	385			179	295	117	False	1	0	
A0A815LYU7	CAF1415112.1	Adineta ricciae	249248	854			302	429	128	True	12	1	
A0A815LZG1	CAF1417535.1	Rotaria magnacalcarata	392030	760			295	422	128	True	9	1	
A0A815M0H5	CAF1411195.1	Adineta steineri	433720	799			192	511	320	True	16	6	29
A0A815MFV4	CAF1421997.1	Rotaria magnacalcarata	392030	1500			895	1427	533	False	1	0	
A0A815MN02	CAF1378537.1	Rotaria magnacalcarata	392030	433			23	96	74	True	8	1	
A0A815N8Z0	CAF1433321.1	Adineta ricciae	249248	918			335	844	510	True	15	10	27
A0A815NJ30	CAF1432710.1	Adineta steineri	433720	743			316	451	136	True	9	1	
A0A815NUY1	CAF1438790.1	Rotaria sordida	392033	784			136	570	435	True	11	7	48
A0A815NY19	CAF1081738.1	Adineta steineri	433720	1182			273	977	705	True	16	13	33
A0A815P3L7	CAF1443693.1	Rotaria sordida	392033	493			146	282	137	True	7	3	35
A0A815PD60	CAF1447618.1	Adineta steineri	433720	744			307	585	279	True	6	3	124
A0A815PL32	CAF1000319.1	Adineta steineri	433720	741			295	434	140	True	9	1	
A0A815PQT3	CAF1452083.1	Adineta steineri	433720	533			316	451	136	True	4	1	
A0A815Q972	CAF1460692.1	Adineta steineri	433720	507			290	403	114	True	9	2	26
A0A815QAW7	CAF1460729.1	Adineta steineri	433720	319			83	204	122	True	7	3	32
A0A815QC50	CAF1460710.1	Adineta steineri	433720	588			311	435	125	True	9	4	26
A0A815QJ58	CAF1463990.1	Rotaria magnacalcarata	392030	546			89	410	322	True	10	8	49
A0A815QS23	CAF1466977.1	Adineta steineri	433720	464			211	312	102	True	10	2	77
A0A815QW86	CAF1348825.1	Didymodactylos carnosus	1234261	71			21	60	40	False	1	0	
A0A815RC68	CAF1475105.1	Rotaria sordida	392033	721			42	559	518	True	3	2	224
A0A815RFT2	CAF1475937.1	Rotaria sordida	392033	200			35	149	115	True	4	3	63
A0A815RJR0	CAF1478590.1	Rotaria magnacalcarata	392030	760			295	422	128	True	9	1	
A0A815RYF6	CAF1482966.1	Rotaria magnacalcarata	392030	517			302	415	114	True	9	3	29
A0A815SD48	CAF1489555.1	Adineta steineri	433720	746			75	210	136	True	8	3	75
A0A815SK40	CAF1494259.1	Adineta ricciae	249248	319			96	211	116	True	6	3	32
A0A815SSM1	CAF0819027.1	Adineta ricciae	249248	499			284	397	114	False	1	0	
A0A815STF6	CAF0819045.1	Adineta ricciae	249248	494			273	393	121	False	1	0	
A0A815SWS8	CAF1497362.1	Adineta steineri	433720	372			56	317	262	True	4	4	31
A0A815SZ61	CAF1498428.1	Adineta steineri	433720	832			336	825	490	True	12	8	33
A0A815T4B9	CAF1220564.1	Rotaria sordida	392033	607			94	190	97	True	12	3	52
A0A815T4Z5	CAF1497345.1	Adineta steineri	433720	366			41	302	262	True	5	5	32
A0A815TIA5	CAF1505586.1	Adineta steineri	433720	142			10	77	68	False	1	0	
A0A815TQT8	CAF1337027.1	Rotaria magnacalcarata	392030	448			146	254	109	True	7	3	18
A0A815U7Z2	CAF1518736.1	Rotaria sordida	392033	307			163	246	84	True	4	2	12
A0A815UA05	CAF1229355.1	Rotaria sordida	392033	606			93	189	97	True	12	3	53
A0A815UA16	CAF1229371.1	Rotaria sordida	392033	479			264	376	113	True	7	1	
A0A815UPG3	CAF1520370.1	Rotaria sordida	392033	370			158	270	113	True	8	3	20
A0A815V001	CAF1522899.1	Adineta ricciae	249248	728			268	390	123	True	8	1	
A0A815VII6	CAF1378796.1	Rotaria magnacalcarata	392030	296			192	293	102	True	9	3	49
A0A815VL82	CAF1418182.1	Rotaria magnacalcarata	392030	491			273	387	115	True	9	2	10
A0A815VXX8	CAF1534759.1	Rotaria sordida	392033	398			26	99	74	True	5	1	
A0A815W458	CAF1279849.1	Adineta steineri	433720	440			188	269	82	True	6	2	69
A0A815WMR9	CAF1547962.1	Rotaria magnacalcarata	392030	530			73	394	322	True	11	8	49
A0A815X6A0	CAF1553793.1	Rotaria sordida	392033	216			74	152	79	True	2	1	
A0A815XWL0	CAF1562731.1	Adineta steineri	433720	515			336	452	117	True	8	3	33
A0A815Y0M5	CAF1563869.1	Rotaria magnacalcarata	392030	642			52	183	132	True	7	2	34
A0A815Y364	CAF0880230.1	Adineta ricciae	249248	517			301	414	114	True	9	2	26
A0A815YEE2	CAF1569414.1	Rotaria magnacalcarata	392030	337			163	275	113	False	1	0	
A0A815YT38	CAF1574259.1	Rotaria magnacalcarata	392030	957			747	829	83	False	1	0	
A0A815YTL2	CAF1303975.1	Rotaria sordida	392033	1191			272	980	709	True	16	13	25
A0A815YWY3	CAF1577318.1	Rotaria magnacalcarata	392030	751			309	433	125	True	9	1	
A0A815ZAF9	CAF1582289.1	Adineta ricciae	249248	494			273	393	121	True	9	2	33
A0A815ZBC7	CAF1582294.1	Adineta ricciae	249248	499			284	397	114	True	8	3	29
A0A815ZEP0	CAF1582301.1	Adineta ricciae	249248	319			96	211	116	True	6	3	32
A0A815ZG53	CAF1582837.1	Rotaria magnacalcarata	392030	107			42	102	61	True	2	1	
A0A815ZMG6	CAF1585083.1	Rotaria magnacalcarata	392030	2011			19	1862	1844	True	25	22	66
A0A815ZSD1	CAF1588467.1	Adineta ricciae	249248	511			259	373	115	True	7	3	12
A0A816A1J8	CAF1331988.1	Rotaria sordida	392033	700			195	600	406	True	12	9	67
A0A816A8J9	CAF1592838.1	Adineta steineri	433720	250			77	213	137	True	5	4	30
A0A816A9Z1	CAF1592915.1	Adineta steineri	433720	244			78	214	137	True	4	3	37
A0A816B3M2	CAF1377368.1	Adineta steineri	433720	548			93	423	331	True	10	8	49
A0A816B998	CAF1360202.1	Rotaria sordida	392033	513			90	224	135	True	7	4	25
A0A816BA57	CAF1377594.1	Adineta steineri	433720	582			65	378	314	True	8	5	84
A0A816BF08	CAF1380452.1	Adineta steineri	433720	451			308	386	79	True	4	2	2
A0A816BSJ9	CAF1399107.1	Adineta steineri	433720	1007			152	478	327	True	15	6	9
A0A816BUL3	CAF1614287.1	Rotaria sordida	392033	819			11	413	403	True	16	10	105
A0A816BZK1	CAF1616414.1	Rotaria magnacalcarata	392030	519			268	398	131	True	8	3	5
A0A816C5D9	CAF1617063.1	Rotaria sordida	392033	819			11	413	403	True	16	10	105
A0A816CIP1	CAF1621805.1	Adineta ricciae	249248	322			87	208	122	True	6	4	28
A0A816CQX9	CAF1625021.1	Rotaria magnacalcarata	392030	200			1	80	80	True	6	3	54
A0A816CUQ6	CAF1629926.1	Adineta ricciae	249248	859			391	513	123	True	16	2	31
A0A816CZG3	CAF1630317.1	Rotaria magnacalcarata	392030	753			277	598	322	False	1	0	
A0A816D072	CAF1626886.1	Rotaria magnacalcarata	392030	747			274	591	318	True	7	4	23
A0A816D2H6	CAF1631543.1	Rotaria magnacalcarata	392030	602			16	547	532	True	14	13	9
A0A816DJ08	CAF1633629.1	Adineta ricciae	249248	515			299	412	114	True	9	2	26
A0A816DRA5	CAF1642222.1	Rotaria magnacalcarata	392030	178			5	65	61	True	3	2	23
A0A816E9D5	CAF1501736.1	Adineta steineri	433720	622			316	451	136	True	6	3	65
A0A816EFN8	CAF1646115.1	Adineta ricciae	249248	190			3	70	68	True	4	2	51
A0A816EH87	CAF1649152.1	Rotaria magnacalcarata	392030	332			164	277	114	True	6	3	10
A0A816EJD0	CAF1521838.1	Adineta steineri	433720	530			12	326	315	True	6	4	94
A0A816FG00	CAF1518725.1	Rotaria sordida	392033	307			163	246	84	True	4	2	12
A0A816FSN8	CAF1665568.1	Rotaria magnacalcarata	392030	713			195	514	320	True	15	7	47
A0A816GD94	CAF1673738.1	Rotaria magnacalcarata	392030	200			1	80	80	True	6	3	54
A0A816GGM5	CAF1579835.1	Adineta steineri	433720	381			75	210	136	True	2	2	3
A0A816GK51	CAF1482944.1	Rotaria magnacalcarata	392030	508			285	405	121	True	9	2	33
A0A816GNJ0	CAF1676337.1	Rotaria magnacalcarata	392030	517			302	415	114	True	9	2	107
A0A816HC10	CAF1685721.1	Adineta ricciae	249248	241			29	105	77	True	6	2	54
A0A816HHB1	CAF1688299.1	Adineta ricciae	249248	171			19	133	115	True	3	3	18
A0A816HZ83	CAF1696627.1	Brassica napus	3708	989			744	859	116	True	14	3	27
A0A816IHR7	CAF1707817.1	Brassica napus	3708	982			740	855	116	True	14	3	20
A0A816JTM2	CAF1880639.1	Brassica napus	3708	986			742	857	116	True	13	3	25
A0A816K7G8	CAF1920752.1	Rotaria magnacalcarata	392030	1892			19	1743	1725	True	24	23	9
A0A816KHZ4	CAF1921404.1	Brassica napus	3708	1358			1116	1231	116	True	17	2	56
A0A816KL11	CAF1913913.1	Rotaria magnacalcarata	392030	700			202	512	311	True	14	6	48
A0A816KYG4	CAF1929498.1	Rotaria magnacalcarata	392030	384			216	329	114	True	7	2	65
A0A816LJL8	CAF1536707.1	Rotaria magnacalcarata	392030	480			265	377	113	True	8	3	29
A0A816LRM0	CAF1951222.1	Rotaria magnacalcarata	392030	267			163	264	102	True	6	4	52
A0A816LWT6	CAF1977047.1	Rotaria magnacalcarata	392030	555			93	215	123	True	11	2	30
A0A816MMM1	CAF1989454.1	Rotaria magnacalcarata	392030	426			244	319	76	True	8	2	45
A0A816MSM6	CAF2016108.1	Rotaria magnacalcarata	392030	1976			19	1827	1809	True	25	24	9
A0A816NG97	CAF1418166.1	Rotaria magnacalcarata	392030	480			265	377	113	True	8	1	
A0A816NHW0	CAF2031216.1	Rotaria magnacalcarata	392030	979			374	906	533	True	15	11	31
A0A816PR07	CAF1482986.1	Rotaria magnacalcarata	392030	325			94	215	122	True	6	3	32
A0A816QDD4	CAF2058616.1	Rotaria magnacalcarata	392030	1170			267	971	705	True	16	13	14
A0A816QLJ1	CAF2063262.1	Rotaria magnacalcarata	392030	832			227	759	533	True	13	11	32
A0A816QU15	CAF2066300.1	Rotaria magnacalcarata	392030	1684			36	1528	1493	False	1	0	
A0A816QV68	CAF2066007.1	Rotaria magnacalcarata	392030	344			176	289	114	True	6	2	66
A0A816R3F6	CAF1332647.1	Rotaria magnacalcarata	392030	751			275	596	322	True	7	5	16
A0A816R3M7	CAF2068739.1	Rotaria magnacalcarata	392030	444			239	371	133	True	8	2	1
A0A816R6I2	CAF2069690.1	Rotaria magnacalcarata	392030	1631			1060	1179	120	True	24	2	107
A0A816RBK8	CAF2071331.1	Rotaria magnacalcarata	392030	460			32	146	115	True	6	2	30
A0A816RG41	CAF2071467.1	Rotaria magnacalcarata	392030	501			119	240	122	True	7	3	55
A0A816RXM0	CAF2079348.1	Rotaria magnacalcarata	392030	964			401	516	116	True	13	2	32
A0A816S336	CAF2080349.1	Rotaria magnacalcarata	392030	88			1	80	80	True	3	2	44
A0A816SES3	CAF2087318.1	Brassica napus	3708	983			741	856	116	True	14	2	56
A0A816SZT4	CAF2094844.1	Rotaria magnacalcarata	392030	508			285	405	121	True	9	2	33
A0A816T1L5	CAF2095454.1	Rotaria magnacalcarata	392030	802			109	212	104	True	13	2	48
A0A816TAG7	CAF2094850.1	Rotaria magnacalcarata	392030	325			94	215	122	True	6	3	32
A0A816TNJ1	CAF2098861.1	Rotaria magnacalcarata	392030	189			1	80	80	True	6	3	54
A0A816TSR7	CAF2101598.1	Rotaria magnacalcarata	392030	619			16	564	549	True	13	12	9
A0A816U9F0	CAF2106329.1	Rotaria magnacalcarata	392030	751			309	433	125	True	9	1	
A0A816U9J6	CAF2108273.1	Rotaria magnacalcarata	392030	290			204	290	87	True	7	2	49
A0A816UXW5	CAF2113102.1	Rotaria magnacalcarata	392030	912			401	516	116	True	13	2	78
A0A816V0Z1	CAF1408479.1	Rotaria magnacalcarata	392030	957			747	829	83	True	6	2	79
A0A816V373	CAF2121901.1	Rotaria magnacalcarata	392030	171			25	98	74	True	2	1	
A0A816VHC6	CAF2123809.1	Rotaria magnacalcarata	392030	772			295	422	128	True	9	1	
A0A816VIH8	CAF2127923.1	Rotaria magnacalcarata	392030	641			473	586	114	True	10	2	65
A0A816VXR6	CAF2118822.1	Brassica napus	3708	991			746	861	116	True	14	3	25
A0A816VZ32	CAF2130862.1	Rotaria magnacalcarata	392030	1613			98	1464	1367	True	17	14	64
A0A816W414	CAF2131411.1	Rotaria magnacalcarata	392030	1175			733	857	125	True	16	1	
A0A816WKM1	CAF2135191.1	Rotaria magnacalcarata	392030	390			19	335	317	True	8	7	83
A0A816WUF0	CAF1974316.1	Rotaria magnacalcarata	392030	750			277	594	318	True	7	4	20
A0A816XE28	CAF2145831.1	Rotaria magnacalcarata	392030	751			275	596	322	True	7	4	21
A0A816XLU9	CAF2149172.1	Rotaria magnacalcarata	392030	487			117	233	117	True	6	3	37
A0A816XVR8	CAF2151443.1	Rotaria magnacalcarata	392030	169			39	155	117	True	2	2	29
A0A816YBD0	CAF2156653.1	Rotaria magnacalcarata	392030	619			16	564	549	True	13	12	9
A0A817A0D8	CAF2243325.1	Rotaria magnacalcarata	392030	487			117	233	117	True	6	2	29
A0A817A2V3	CAF2241187.1	Rotaria magnacalcarata	392030	578			327	457	131	True	8	2	117
A0A817A3X2	CAF2252725.1	Rotaria magnacalcarata	392030	640			50	181	132	True	7	1	
A0A817AEP7	CAF2252711.1	Rotaria magnacalcarata	392030	964			405	516	112	True	13	1	
A0A817AK17	CAF2264746.1	Rotaria magnacalcarata	392030	631			131	245	115	True	11	4	26
A0A817AKM2	CAF2273110.1	Rotaria magnacalcarata	392030	760			295	422	128	True	9	1	
A0A817ARG9	CAF2261582.1	Rotaria magnacalcarata	392030	602			112	226	115	True	9	2	30
A0A817KDR8	CAF2979598.1	Rotaria socialis	392032	1702			36	1539	1504	True	20	17	61
A0A817KSW2	CAF3013095.1	Rotaria socialis	392032	493			117	233	117	True	7	2	29
A0A817NDI7	CAF3100881.1	Rotaria socialis	392032	966			404	519	116	True	13	2	32
A0A817NH82	CAF3109868.1	Rotaria socialis	392032	493			275	389	115	True	9	2	8
A0A817Q7D7	CAF3194194.1	Rotaria socialis	392032	749			276	593	318	True	7	5	12
A0A819MAU4	CAF3977373.1	Rotaria magnacalcarata	392030	1692			36	1536	1501	True	20	17	61
A0A819MC74	CAF3977045.1	Adineta steineri	433720	1042			186	513	328	True	18	5	50
A0A819MP13	CAF3983914.1	Rotaria sordida	392033	271			58	164	107	True	2	2	61
A0A819N3F5	CAF3991313.1	Rotaria sordida	392033	501			74	198	125	True	5	3	28
A0A819N8X2	CAF3991268.1	Adineta steineri	433720	323			149	261	113	True	6	2	85
A0A819QBV0	CAF4026027.1	Adineta steineri	433720	440			188	269	82	True	6	2	69
A0A819QKX7	CAF0913194.1	Adineta steineri	433720	969			759	841	83	True	6	1	
A0A819QQ53	CAF4034830.1	Rotaria magnacalcarata	392030	1684			36	1528	1493	True	20	18	25
A0A819QYX4	CAF4039506.1	Rotaria magnacalcarata	392030	570			163	282	120	True	12	3	6
A0A819R195	CAF4039722.1	Rotaria sordida	392033	594			264	376	113	True	8	2	36
A0A819R3D8	CAF4039294.1	Rotaria sordida	392033	271			58	164	107	True	2	2	94
A0A819RAT9	CAF4037608.1	Adineta steineri	433720	318			173	254	82	True	6	3	20
A0A819RX41	CAF4054939.1	Rotaria magnacalcarata	392030	626			204	323	120	True	15	5	49
A0A819SHV8	CAF4062293.1	Adineta steineri	433720	1263			36	1142	1107	True	20	19	24
A0A819TH66	CAF4077095.1	Rotaria magnacalcarata	392030	835			226	339	114	True	16	3	32
A0A819U3D5	CAF4073696.1	Rotaria magnacalcarata	392030	439			234	366	133	True	8	2	6
A0A819U9S9	CAF3220281.1	Rotaria socialis	392032	982			376	909	534	True	15	11	31
A0A819UM02	CAF4096656.1	Rotaria sordida	392033	277			74	152	79	True	4	1	
A0A819UW81	CAF1145342.1	Rotaria sordida	392033	116			25	86	62	True	2	2	6
A0A819V1S5	CAF4102982.1	Rotaria socialis	392032	1915			15	1766	1752	True	24	20	70
A0A819VD29	CAF4107118.1	Rotaria sordida	392033	577			63	376	314	True	9	6	50
A0A819VL08	CAF4111153.1	Rotaria magnacalcarata	392030	965			401	516	116	True	13	1	
A0A819VRV7	CAF4111992.1	Rotaria socialis	392032	458			10	304	295	True	5	4	22
A0A819VTJ6	CAF3855391.1	Rotaria magnacalcarata	392030	661			68	192	125	True	10	1	
A0A819W8V5	CAF4120036.1	Rotaria socialis	392032	512			119	240	122	True	8	3	66
A0A819WCP4	CAF4122608.1	Rotaria magnacalcarata	392030	965			405	516	112	True	13	1	
A0A819WJ37	CAF1940332.1	Rotaria magnacalcarata	392030	700			202	512	311	True	14	6	48
A0A819WUI3	CAF3505126.1	Rotaria socialis	392032	1702			36	1539	1504	False	1	0	
A0A819X4T3	CAF4136661.1	Rotaria sordida	392033	821			389	779	391	True	13	6	10
A0A819YE89	CAF4156881.1	Rotaria magnacalcarata	392030	761			342	706	365	True	13	7	38
A0A819YJ84	CAF4160655.1	Adineta steineri	433720	234			97	211	115	True	5	3	9
A0A819YRP6	CAF4162073.1	Rotaria socialis	392032	972			510	632	123	True	18	2	30
A0A819ZYP4	CAF3100862.1	Rotaria socialis	392032	982			401	523	123	True	11	2	24
